Current(mA),Resistance(Ohm),sample name,Applied in-plane field (Oe),Initial resistance Ohm,Pulse width s
0,"1.98445421
",sample name,100.0,1306.6105527514947,0.05
0.55,"1.98478387
",sample name,100.0,1306.6105527514947,0.05
1.1,"1.98468926
",sample name,100.0,1306.6105527514947,0.05
1.6500000000000001,"1.98383153
",sample name,100.0,1306.6105527514947,0.05
2.2,"1.98518678
",sample name,100.0,1306.6105527514947,0.05
2.75,"1.98420807
",sample name,100.0,1306.6105527514947,0.05
3.3,"1.98413367
",sample name,100.0,1306.6105527514947,0.05
3.8499999999999996,"1.97684279
",sample name,100.0,1306.6105527514947,0.05
4.3999999999999995,"1.97029958
",sample name,100.0,1306.6105527514947,0.05
4.949999999999999,"1.95704717
",sample name,100.0,1306.6105527514947,0.05
5.499999999999999,"1.93078483
",sample name,100.0,1306.6105527514947,0.05
6.049999999999999,"1.90120767
",sample name,100.0,1306.6105527514947,0.05
6.599999999999999,"1.8716851
",sample name,100.0,1306.6105527514947,0.05
7.149999999999999,"1.85190599
",sample name,100.0,1306.6105527514947,0.05
7.699999999999998,"1.83750126
",sample name,100.0,1306.6105527514947,0.05
8.249999999999998,"1.82981768
",sample name,100.0,1306.6105527514947,0.05
8.799999999999999,"1.82379995
",sample name,100.0,1306.6105527514947,0.05
9.35,"1.81862529
",sample name,100.0,1306.6105527514947,0.05
9.9,"1.81084194
",sample name,100.0,1306.6105527514947,0.05
10.450000000000001,"1.80816126
",sample name,100.0,1306.6105527514947,0.05
11.000000000000002,"1.80483912
",sample name,100.0,1306.6105527514947,0.05
10.450000000000001,"1.80310869
",sample name,100.0,1306.6105527514947,0.05
9.9,"1.80270584
",sample name,100.0,1306.6105527514947,0.05
9.35,"1.80056163
",sample name,100.0,1306.6105527514947,0.05
8.799999999999999,"1.80161289
",sample name,100.0,1306.6105527514947,0.05
8.249999999999998,"1.80122877
",sample name,100.0,1306.6105527514947,0.05
7.699999999999998,"1.80101435
",sample name,100.0,1306.6105527514947,0.05
7.149999999999999,"1.80124899
",sample name,100.0,1306.6105527514947,0.05
6.599999999999999,"1.80151608
",sample name,100.0,1306.6105527514947,0.05
6.049999999999999,"1.80006025
",sample name,100.0,1306.6105527514947,0.05
5.499999999999999,"1.80231088
",sample name,100.0,1306.6105527514947,0.05
4.949999999999999,"1.80195335
",sample name,100.0,1306.6105527514947,0.05
4.3999999999999995,"1.80266821
",sample name,100.0,1306.6105527514947,0.05
3.8499999999999996,"1.80353845
",sample name,100.0,1306.6105527514947,0.05
3.3,"1.80373175
",sample name,100.0,1306.6105527514947,0.05
2.75,"1.80470358
",sample name,100.0,1306.6105527514947,0.05
2.2,"1.80400951
",sample name,100.0,1306.6105527514947,0.05
1.6500000000000001,"1.80463197
",sample name,100.0,1306.6105527514947,0.05
1.1,"1.80494322
",sample name,100.0,1306.6105527514947,0.05
0.55,"1.80443769
",sample name,100.0,1306.6105527514947,0.05
0.0,"1.80460622
",sample name,100.0,1306.6105527514947,0.05
-0.55,"1.80456828
",sample name,100.0,1306.6105527514947,0.05
-1.1,"1.80540312
",sample name,100.0,1306.6105527514947,0.05
-1.6500000000000001,"1.80598303
",sample name,100.0,1306.6105527514947,0.05
-2.2,"1.80682797
",sample name,100.0,1306.6105527514947,0.05
-2.75,"1.80978482
",sample name,100.0,1306.6105527514947,0.05
-3.3,"1.81419201
",sample name,100.0,1306.6105527514947,0.05
-3.8499999999999996,"1.82015439
",sample name,100.0,1306.6105527514947,0.05
-4.3999999999999995,"1.83468999
",sample name,100.0,1306.6105527514947,0.05
-4.949999999999999,"1.86816218
",sample name,100.0,1306.6105527514947,0.05
-5.499999999999999,"1.90793203
",sample name,100.0,1306.6105527514947,0.05
-6.049999999999999,"1.92808893
",sample name,100.0,1306.6105527514947,0.05
-6.599999999999999,"1.94932404
",sample name,100.0,1306.6105527514947,0.05
-7.149999999999999,"1.95513375
",sample name,100.0,1306.6105527514947,0.05
-7.699999999999998,"1.96546484
",sample name,100.0,1306.6105527514947,0.05
-8.249999999999998,"1.97099182
",sample name,100.0,1306.6105527514947,0.05
-8.799999999999999,"1.97571599
",sample name,100.0,1306.6105527514947,0.05
-9.35,"1.97665175
",sample name,100.0,1306.6105527514947,0.05
-9.9,"1.97999302
",sample name,100.0,1306.6105527514947,0.05
-10.450000000000001,"1.98193905
",sample name,100.0,1306.6105527514947,0.05
-11.000000000000002,"1.98156711
",sample name,100.0,1306.6105527514947,0.05
-10.450000000000001,"1.98094087
",sample name,100.0,1306.6105527514947,0.05
-9.9,"1.98264299
",sample name,100.0,1306.6105527514947,0.05
-9.35,"1.98080344
",sample name,100.0,1306.6105527514947,0.05
-8.799999999999999,"1.98084912
",sample name,100.0,1306.6105527514947,0.05
-8.249999999999998,"1.98229049
",sample name,100.0,1306.6105527514947,0.05
-7.699999999999998,"1.98137488
",sample name,100.0,1306.6105527514947,0.05
-7.149999999999999,"1.98172702
",sample name,100.0,1306.6105527514947,0.05
-6.599999999999999,"1.98155855
",sample name,100.0,1306.6105527514947,0.05
-6.049999999999999,"1.98040445
",sample name,100.0,1306.6105527514947,0.05
-5.499999999999999,"1.98143573
",sample name,100.0,1306.6105527514947,0.05
-4.949999999999999,"1.98303403
",sample name,100.0,1306.6105527514947,0.05
-4.3999999999999995,"1.98331432
",sample name,100.0,1306.6105527514947,0.05
-3.8499999999999996,"1.98271453
",sample name,100.0,1306.6105527514947,0.05
-3.3,"1.98327453
",sample name,100.0,1306.6105527514947,0.05
-2.75,"1.98298757
",sample name,100.0,1306.6105527514947,0.05
-2.2,"1.9821521
",sample name,100.0,1306.6105527514947,0.05
-1.6500000000000001,"1.98257706
",sample name,100.0,1306.6105527514947,0.05
-1.1,"1.98163423
",sample name,100.0,1306.6105527514947,0.05
-0.55,"1.98208857
",sample name,100.0,1306.6105527514947,0.05
0.0,"1.98216045
",sample name,100.0,1306.6105527514947,0.05
