Current(mA),Resistance(Ohm),sample name,Applied in-plane field (Oe),Initial resistance Ohm,Pulse width s
0,"1.99036519
",sample name,100.0,1304.9131468244623,0.8999999999999999
0.55,"1.99086926
",sample name,100.0,1304.9131468244623,0.8999999999999999
1.1,"1.98972729
",sample name,100.0,1304.9131468244623,0.8999999999999999
1.6500000000000001,"1.99094488
",sample name,100.0,1304.9131468244623,0.8999999999999999
2.2,"1.98919476
",sample name,100.0,1304.9131468244623,0.8999999999999999
2.75,"1.96898844
",sample name,100.0,1304.9131468244623,0.8999999999999999
3.3,"1.93433084
",sample name,100.0,1304.9131468244623,0.8999999999999999
3.8499999999999996,"1.89419889
",sample name,100.0,1304.9131468244623,0.8999999999999999
4.3999999999999995,"1.86659165
",sample name,100.0,1304.9131468244623,0.8999999999999999
4.949999999999999,"1.84748646
",sample name,100.0,1304.9131468244623,0.8999999999999999
5.499999999999999,"1.83726421
",sample name,100.0,1304.9131468244623,0.8999999999999999
6.049999999999999,"1.8257493
",sample name,100.0,1304.9131468244623,0.8999999999999999
6.599999999999999,"1.8136119
",sample name,100.0,1304.9131468244623,0.8999999999999999
7.149999999999999,"1.80806137
",sample name,100.0,1304.9131468244623,0.8999999999999999
7.699999999999998,"1.80544725
",sample name,100.0,1304.9131468244623,0.8999999999999999
8.249999999999998,"1.80342183
",sample name,100.0,1304.9131468244623,0.8999999999999999
8.799999999999999,"1.79977644
",sample name,100.0,1304.9131468244623,0.8999999999999999
9.35,"1.79755695
",sample name,100.0,1304.9131468244623,0.8999999999999999
9.9,"1.79765812
",sample name,100.0,1304.9131468244623,0.8999999999999999
10.450000000000001,"1.79312333
",sample name,100.0,1304.9131468244623,0.8999999999999999
11.000000000000002,"1.79287829
",sample name,100.0,1304.9131468244623,0.8999999999999999
10.450000000000001,"1.79175282
",sample name,100.0,1304.9131468244623,0.8999999999999999
9.9,"1.7922884
",sample name,100.0,1304.9131468244623,0.8999999999999999
9.35,"1.7925531
",sample name,100.0,1304.9131468244623,0.8999999999999999
8.799999999999999,"1.79111251
",sample name,100.0,1304.9131468244623,0.8999999999999999
8.249999999999998,"1.792373
",sample name,100.0,1304.9131468244623,0.8999999999999999
7.699999999999998,"1.79363037
",sample name,100.0,1304.9131468244623,0.8999999999999999
7.149999999999999,"1.79277796
",sample name,100.0,1304.9131468244623,0.8999999999999999
6.599999999999999,"1.79377675
",sample name,100.0,1304.9131468244623,0.8999999999999999
6.049999999999999,"1.79518497
",sample name,100.0,1304.9131468244623,0.8999999999999999
5.499999999999999,"1.79533562
",sample name,100.0,1304.9131468244623,0.8999999999999999
4.949999999999999,"1.79647484
",sample name,100.0,1304.9131468244623,0.8999999999999999
4.3999999999999995,"1.79656561
",sample name,100.0,1304.9131468244623,0.8999999999999999
3.8499999999999996,"1.79901976
",sample name,100.0,1304.9131468244623,0.8999999999999999
3.3,"1.7991433
",sample name,100.0,1304.9131468244623,0.8999999999999999
2.75,"1.79849385
",sample name,100.0,1304.9131468244623,0.8999999999999999
2.2,"1.80015766
",sample name,100.0,1304.9131468244623,0.8999999999999999
1.6500000000000001,"1.80073281
",sample name,100.0,1304.9131468244623,0.8999999999999999
1.1,"1.80087234
",sample name,100.0,1304.9131468244623,0.8999999999999999
0.55,"1.80142838
",sample name,100.0,1304.9131468244623,0.8999999999999999
0.0,"1.80259943
",sample name,100.0,1304.9131468244623,0.8999999999999999
-0.55,"1.80386568
",sample name,100.0,1304.9131468244623,0.8999999999999999
-1.1,"1.80375951
",sample name,100.0,1304.9131468244623,0.8999999999999999
-1.6500000000000001,"1.8063434
",sample name,100.0,1304.9131468244623,0.8999999999999999
-2.2,"1.81201618
",sample name,100.0,1304.9131468244623,0.8999999999999999
-2.75,"1.85419416
",sample name,100.0,1304.9131468244623,0.8999999999999999
-3.3,"1.91472141
",sample name,100.0,1304.9131468244623,0.8999999999999999
-3.8499999999999996,"1.94259935
",sample name,100.0,1304.9131468244623,0.8999999999999999
-4.3999999999999995,"1.95426274
",sample name,100.0,1304.9131468244623,0.8999999999999999
-4.949999999999999,"1.96197734
",sample name,100.0,1304.9131468244623,0.8999999999999999
-5.499999999999999,"1.97018096
",sample name,100.0,1304.9131468244623,0.8999999999999999
-6.049999999999999,"1.97312853
",sample name,100.0,1304.9131468244623,0.8999999999999999
-6.599999999999999,"1.98195811
",sample name,100.0,1304.9131468244623,0.8999999999999999
-7.149999999999999,"1.98209144
",sample name,100.0,1304.9131468244623,0.8999999999999999
-7.699999999999998,"1.98256929
",sample name,100.0,1304.9131468244623,0.8999999999999999
-8.249999999999998,"1.9827975
",sample name,100.0,1304.9131468244623,0.8999999999999999
-8.799999999999999,"1.98458169
",sample name,100.0,1304.9131468244623,0.8999999999999999
-9.35,"1.98473812
",sample name,100.0,1304.9131468244623,0.8999999999999999
-9.9,"1.98332982
",sample name,100.0,1304.9131468244623,0.8999999999999999
-10.450000000000001,"1.98261483
",sample name,100.0,1304.9131468244623,0.8999999999999999
-11.000000000000002,"1.98148165
",sample name,100.0,1304.9131468244623,0.8999999999999999
-10.450000000000001,"1.98162246
",sample name,100.0,1304.9131468244623,0.8999999999999999
-9.9,"1.98046878
",sample name,100.0,1304.9131468244623,0.8999999999999999
-9.35,"1.9807721
",sample name,100.0,1304.9131468244623,0.8999999999999999
-8.799999999999999,"1.98251182
",sample name,100.0,1304.9131468244623,0.8999999999999999
-8.249999999999998,"1.9827398
",sample name,100.0,1304.9131468244623,0.8999999999999999
-7.699999999999998,"1.98280845
",sample name,100.0,1304.9131468244623,0.8999999999999999
-7.149999999999999,"1.98338417
",sample name,100.0,1304.9131468244623,0.8999999999999999
-6.599999999999999,"1.98461763
",sample name,100.0,1304.9131468244623,0.8999999999999999
-6.049999999999999,"1.98545831
",sample name,100.0,1304.9131468244623,0.8999999999999999
-5.499999999999999,"1.98481064
",sample name,100.0,1304.9131468244623,0.8999999999999999
-4.949999999999999,"1.98686183
",sample name,100.0,1304.9131468244623,0.8999999999999999
-4.3999999999999995,"1.98682841
",sample name,100.0,1304.9131468244623,0.8999999999999999
-3.8499999999999996,"1.98652545
",sample name,100.0,1304.9131468244623,0.8999999999999999
-3.3,"1.98751122
",sample name,100.0,1304.9131468244623,0.8999999999999999
-2.75,"1.98725928
",sample name,100.0,1304.9131468244623,0.8999999999999999
-2.2,"1.98746141
",sample name,100.0,1304.9131468244623,0.8999999999999999
-1.6500000000000001,"1.98730991
",sample name,100.0,1304.9131468244623,0.8999999999999999
-1.1,"1.98869219
",sample name,100.0,1304.9131468244623,0.8999999999999999
-0.55,"1.98754764
",sample name,100.0,1304.9131468244623,0.8999999999999999
0.0,"1.98862428
",sample name,100.0,1304.9131468244623,0.8999999999999999
