Current(mA),Resistance(Ohm),sample name,Applied in-plane field (Oe),Initial resistance Ohm,Pulse width s
2.75,"1.8005103
",sample name,100.0,1737.331138822433,0.15000000000000002
2.2,"1.80130636
",sample name,100.0,1737.331138822433,0.15000000000000002
1.6500000000000001,"1.80177229
",sample name,100.0,1737.331138822433,0.15000000000000002
1.1,"1.80227145
",sample name,100.0,1737.331138822433,0.15000000000000002
0.55,"1.80266854
",sample name,100.0,1737.331138822433,0.15000000000000002
0.0,"1.80265502
",sample name,100.0,1737.331138822433,0.15000000000000002
-0.55,"1.80299437
",sample name,100.0,1737.331138822433,0.15000000000000002
-1.1,"1.80343883
",sample name,100.0,1737.331138822433,0.15000000000000002
-1.6500000000000001,"1.8041797
",sample name,100.0,1737.331138822433,0.15000000000000002
-2.2,"1.80436719
",sample name,100.0,1737.331138822433,0.15000000000000002
-2.75,"1.80901549
",sample name,100.0,1737.331138822433,0.15000000000000002
-3.3,"1.82931431
",sample name,100.0,1737.331138822433,0.15000000000000002
-3.8499999999999996,"1.86209728
",sample name,100.0,1737.331138822433,0.15000000000000002
-4.3999999999999995,"1.90010849
",sample name,100.0,1737.331138822433,0.15000000000000002
-4.949999999999999,"1.92641665
",sample name,100.0,1737.331138822433,0.15000000000000002
-5.499999999999999,"1.94160055
",sample name,100.0,1737.331138822433,0.15000000000000002
-6.049999999999999,"1.95399067
",sample name,100.0,1737.331138822433,0.15000000000000002
-6.599999999999999,"1.95852842
",sample name,100.0,1737.331138822433,0.15000000000000002
-7.149999999999999,"1.96964053
",sample name,100.0,1737.331138822433,0.15000000000000002
-7.699999999999998,"1.97485416
",sample name,100.0,1737.331138822433,0.15000000000000002
-8.249999999999998,"1.97627677
",sample name,100.0,1737.331138822433,0.15000000000000002
-8.799999999999999,"1.97700392
",sample name,100.0,1737.331138822433,0.15000000000000002
-9.35,"1.97752941
",sample name,100.0,1737.331138822433,0.15000000000000002
-9.9,"1.97971013
",sample name,100.0,1737.331138822433,0.15000000000000002
-10.450000000000001,"1.97943277
",sample name,100.0,1737.331138822433,0.15000000000000002
-11.000000000000002,"1.97915023
",sample name,100.0,1737.331138822433,0.15000000000000002
-10.450000000000001,"1.97869007
",sample name,100.0,1737.331138822433,0.15000000000000002
-9.9,"1.97875206
",sample name,100.0,1737.331138822433,0.15000000000000002
-9.35,"1.97907537
",sample name,100.0,1737.331138822433,0.15000000000000002
-8.799999999999999,"1.9782159
",sample name,100.0,1737.331138822433,0.15000000000000002
-8.249999999999998,"1.97773998
",sample name,100.0,1737.331138822433,0.15000000000000002
-7.699999999999998,"1.97852308
",sample name,100.0,1737.331138822433,0.15000000000000002
-7.149999999999999,"1.9785521
",sample name,100.0,1737.331138822433,0.15000000000000002
-6.599999999999999,"1.97975161
",sample name,100.0,1737.331138822433,0.15000000000000002
-6.049999999999999,"1.98021715
",sample name,100.0,1737.331138822433,0.15000000000000002
-5.499999999999999,"1.98104616
",sample name,100.0,1737.331138822433,0.15000000000000002
-4.949999999999999,"1.9807764
",sample name,100.0,1737.331138822433,0.15000000000000002
-4.3999999999999995,"1.98125835
",sample name,100.0,1737.331138822433,0.15000000000000002
-3.8499999999999996,"1.98124791
",sample name,100.0,1737.331138822433,0.15000000000000002
-3.3,"1.98151208
",sample name,100.0,1737.331138822433,0.15000000000000002
-2.75,"1.98190134
",sample name,100.0,1737.331138822433,0.15000000000000002
-2.2,"1.98230643
",sample name,100.0,1737.331138822433,0.15000000000000002
-1.6500000000000001,"1.98152534
",sample name,100.0,1737.331138822433,0.15000000000000002
-1.1,"1.9821197
",sample name,100.0,1737.331138822433,0.15000000000000002
-0.55,"1.98345987
",sample name,100.0,1737.331138822433,0.15000000000000002
0.0,"1.98328276
",sample name,100.0,1737.331138822433,0.15000000000000002
