Current(mA),Resistance(Ohm),sample name,Applied in-plane field (Oe),Initial resistance Ohm,Pulse width s
4.3999999999999995,"1.80575621
",sample name,100.0,1364.1278636885168,0.03
3.8499999999999996,"1.80587751
",sample name,100.0,1364.1278636885168,0.03
3.3,"1.80544647
",sample name,100.0,1364.1278636885168,0.03
2.75,"1.80655832
",sample name,100.0,1364.1278636885168,0.03
2.2,"1.80572958
",sample name,100.0,1364.1278636885168,0.03
1.6500000000000001,"1.80658672
",sample name,100.0,1364.1278636885168,0.03
1.1,"1.8065061
",sample name,100.0,1364.1278636885168,0.03
0.55,"1.80764495
",sample name,100.0,1364.1278636885168,0.03
0.0,"1.80713954
",sample name,100.0,1364.1278636885168,0.03
-0.55,"1.80823225
",sample name,100.0,1364.1278636885168,0.03
-1.1,"1.80704096
",sample name,100.0,1364.1278636885168,0.03
-1.6500000000000001,"1.80902628
",sample name,100.0,1364.1278636885168,0.03
-2.2,"1.80862832
",sample name,100.0,1364.1278636885168,0.03
-2.75,"1.81019851
",sample name,100.0,1364.1278636885168,0.03
-3.3,"1.81279818
",sample name,100.0,1364.1278636885168,0.03
-3.8499999999999996,"1.81903143
",sample name,100.0,1364.1278636885168,0.03
-4.3999999999999995,"1.83476524
",sample name,100.0,1364.1278636885168,0.03
-4.949999999999999,"1.86918684
",sample name,100.0,1364.1278636885168,0.03
-5.499999999999999,"1.9030422
",sample name,100.0,1364.1278636885168,0.03
-6.049999999999999,"1.92717143
",sample name,100.0,1364.1278636885168,0.03
-6.599999999999999,"1.94463449
",sample name,100.0,1364.1278636885168,0.03
-7.149999999999999,"1.95511244
",sample name,100.0,1364.1278636885168,0.03
-7.699999999999998,"1.96094032
",sample name,100.0,1364.1278636885168,0.03
-8.249999999999998,"1.96820157
",sample name,100.0,1364.1278636885168,0.03
-8.799999999999999,"1.97450352
",sample name,100.0,1364.1278636885168,0.03
-9.35,"1.97856714
",sample name,100.0,1364.1278636885168,0.03
-9.9,"1.9793843
",sample name,100.0,1364.1278636885168,0.03
-10.450000000000001,"1.97990858
",sample name,100.0,1364.1278636885168,0.03
-11.000000000000002,"1.98276008
",sample name,100.0,1364.1278636885168,0.03
-10.450000000000001,"1.98317222
",sample name,100.0,1364.1278636885168,0.03
-9.9,"1.98094814
",sample name,100.0,1364.1278636885168,0.03
-9.35,"1.98148873
",sample name,100.0,1364.1278636885168,0.03
-8.799999999999999,"1.98243022
",sample name,100.0,1364.1278636885168,0.03
-8.249999999999998,"1.98182225
",sample name,100.0,1364.1278636885168,0.03
-7.699999999999998,"1.98197817
",sample name,100.0,1364.1278636885168,0.03
-7.149999999999999,"1.98051585
",sample name,100.0,1364.1278636885168,0.03
-6.599999999999999,"1.98193187
",sample name,100.0,1364.1278636885168,0.03
-6.049999999999999,"1.98149938
",sample name,100.0,1364.1278636885168,0.03
-5.499999999999999,"1.98064349
",sample name,100.0,1364.1278636885168,0.03
-4.949999999999999,"1.98083231
",sample name,100.0,1364.1278636885168,0.03
-4.3999999999999995,"1.98134401
",sample name,100.0,1364.1278636885168,0.03
-3.8499999999999996,"1.9811688
",sample name,100.0,1364.1278636885168,0.03
-3.3,"1.98169358
",sample name,100.0,1364.1278636885168,0.03
-2.75,"1.9815793
",sample name,100.0,1364.1278636885168,0.03
-2.2,"1.98216748
",sample name,100.0,1364.1278636885168,0.03
-1.6500000000000001,"1.98169339
",sample name,100.0,1364.1278636885168,0.03
-1.1,"1.98266644
",sample name,100.0,1364.1278636885168,0.03
-0.55,"1.98219575
",sample name,100.0,1364.1278636885168,0.03
0.0,"1.98207418
",sample name,100.0,1364.1278636885168,0.03
