Current(mA),Resistance(Ohm),sample name,Applied in-plane field (Oe),Initial resistance Ohm,Pulse width s
0,"1.95323978
",sample name,100.0,1416.6316312107854,0.01
0.55,"1.95407608
",sample name,100.0,1416.6316312107854,0.01
1.1,"1.95280812
",sample name,100.0,1416.6316312107854,0.01
1.6500000000000001,"1.95346922
",sample name,100.0,1416.6316312107854,0.01
2.2,"1.95347663
",sample name,100.0,1416.6316312107854,0.01
2.75,"1.9531533
",sample name,100.0,1416.6316312107854,0.01
3.3,"1.95289205
",sample name,100.0,1416.6316312107854,0.01
3.8499999999999996,"1.95006968
",sample name,100.0,1416.6316312107854,0.01
4.3999999999999995,"1.94625461
",sample name,100.0,1416.6316312107854,0.01
4.949999999999999,"1.93816158
",sample name,100.0,1416.6316312107854,0.01
5.499999999999999,"1.92012216
",sample name,100.0,1416.6316312107854,0.01
6.049999999999999,"1.89671741
",sample name,100.0,1416.6316312107854,0.01
6.599999999999999,"1.87604856
",sample name,100.0,1416.6316312107854,0.01
7.149999999999999,"1.85892442
",sample name,100.0,1416.6316312107854,0.01
7.699999999999998,"1.84724063
",sample name,100.0,1416.6316312107854,0.01
8.249999999999998,"1.83694201
",sample name,100.0,1416.6316312107854,0.01
8.799999999999999,"1.82853863
",sample name,100.0,1416.6316312107854,0.01
9.35,"1.8163294
",sample name,100.0,1416.6316312107854,0.01
9.9,"1.81205701
",sample name,100.0,1416.6316312107854,0.01
10.450000000000001,"1.80694899
",sample name,100.0,1416.6316312107854,0.01
11.000000000000002,"1.80463758
",sample name,100.0,1416.6316312107854,0.01
10.450000000000001,"1.80443754
",sample name,100.0,1416.6316312107854,0.01
9.9,"1.80387936
",sample name,100.0,1416.6316312107854,0.01
9.35,"1.80382006
",sample name,100.0,1416.6316312107854,0.01
8.799999999999999,"1.8033428
",sample name,100.0,1416.6316312107854,0.01
8.249999999999998,"1.80307548
",sample name,100.0,1416.6316312107854,0.01
7.699999999999998,"1.80314929
",sample name,100.0,1416.6316312107854,0.01
7.149999999999999,"1.80249461
",sample name,100.0,1416.6316312107854,0.01
6.599999999999999,"1.8029198
",sample name,100.0,1416.6316312107854,0.01
6.049999999999999,"1.80390355
",sample name,100.0,1416.6316312107854,0.01
5.499999999999999,"1.8028656
",sample name,100.0,1416.6316312107854,0.01
4.949999999999999,"1.80357873
",sample name,100.0,1416.6316312107854,0.01
4.3999999999999995,"1.8043784
",sample name,100.0,1416.6316312107854,0.01
3.8499999999999996,"1.80462087
",sample name,100.0,1416.6316312107854,0.01
3.3,"1.80325073
",sample name,100.0,1416.6316312107854,0.01
2.75,"1.80449055
",sample name,100.0,1416.6316312107854,0.01
2.2,"1.80429978
",sample name,100.0,1416.6316312107854,0.01
1.6500000000000001,"1.80471903
",sample name,100.0,1416.6316312107854,0.01
1.1,"1.80594426
",sample name,100.0,1416.6316312107854,0.01
0.55,"1.80525041
",sample name,100.0,1416.6316312107854,0.01
0.0,"1.80528398
",sample name,100.0,1416.6316312107854,0.01
-0.55,"1.80562901
",sample name,100.0,1416.6316312107854,0.01
