Current(mA),Resistance(Ohm),sample name,Applied in-plane field (Oe),Initial resistance Ohm,Pulse width s
0,"1.9828805
",sample name,100.0,1295.850094538754,0.25
0.55,"1.98212721
",sample name,100.0,1295.850094538754,0.25
1.1,"1.98305756
",sample name,100.0,1295.850094538754,0.25
1.6500000000000001,"1.9845428
",sample name,100.0,1295.850094538754,0.25
2.2,"1.98345799
",sample name,100.0,1295.850094538754,0.25
2.75,"1.9827848
",sample name,100.0,1295.850094538754,0.25
3.3,"1.97190857
",sample name,100.0,1295.850094538754,0.25
3.8499999999999996,"1.94570157
",sample name,100.0,1295.850094538754,0.25
4.3999999999999995,"1.92030834
",sample name,100.0,1295.850094538754,0.25
4.949999999999999,"1.88013198
",sample name,100.0,1295.850094538754,0.25
5.499999999999999,"1.85715962
",sample name,100.0,1295.850094538754,0.25
6.049999999999999,"1.84286627
",sample name,100.0,1295.850094538754,0.25
6.599999999999999,"1.82810136
",sample name,100.0,1295.850094538754,0.25
7.149999999999999,"1.82151719
",sample name,100.0,1295.850094538754,0.25
7.699999999999998,"1.80858558
",sample name,100.0,1295.850094538754,0.25
8.249999999999998,"1.80199582
",sample name,100.0,1295.850094538754,0.25
8.799999999999999,"1.79893234
",sample name,100.0,1295.850094538754,0.25
9.35,"1.79500265
",sample name,100.0,1295.850094538754,0.25
9.9,"1.79168766
",sample name,100.0,1295.850094538754,0.25
10.450000000000001,"1.78832483
",sample name,100.0,1295.850094538754,0.25
11.000000000000002,"1.78797357
",sample name,100.0,1295.850094538754,0.25
10.450000000000001,"1.78659935
",sample name,100.0,1295.850094538754,0.25
9.9,"1.78557288
",sample name,100.0,1295.850094538754,0.25
9.35,"1.78566845
",sample name,100.0,1295.850094538754,0.25
8.799999999999999,"1.7864084
",sample name,100.0,1295.850094538754,0.25
8.249999999999998,"1.78715003
",sample name,100.0,1295.850094538754,0.25
7.699999999999998,"1.78568114
",sample name,100.0,1295.850094538754,0.25
7.149999999999999,"1.7862903
",sample name,100.0,1295.850094538754,0.25
6.599999999999999,"1.78797983
",sample name,100.0,1295.850094538754,0.25
6.049999999999999,"1.78760894
",sample name,100.0,1295.850094538754,0.25
5.499999999999999,"1.78913147
",sample name,100.0,1295.850094538754,0.25
4.949999999999999,"1.78921302
",sample name,100.0,1295.850094538754,0.25
4.3999999999999995,"1.79065378
",sample name,100.0,1295.850094538754,0.25
3.8499999999999996,"1.79162961
",sample name,100.0,1295.850094538754,0.25
3.3,"1.791604
",sample name,100.0,1295.850094538754,0.25
2.75,"1.79346326
",sample name,100.0,1295.850094538754,0.25
2.2,"1.79243861
",sample name,100.0,1295.850094538754,0.25
1.6500000000000001,"1.79361655
",sample name,100.0,1295.850094538754,0.25
1.1,"1.79329526
",sample name,100.0,1295.850094538754,0.25
0.55,"1.79374522
",sample name,100.0,1295.850094538754,0.25
0.0,"1.79542459
",sample name,100.0,1295.850094538754,0.25
-0.55,"1.79469789
",sample name,100.0,1295.850094538754,0.25
-1.1,"1.7952111
",sample name,100.0,1295.850094538754,0.25
-1.6500000000000001,"1.7960918
",sample name,100.0,1295.850094538754,0.25
-2.2,"1.79657142
",sample name,100.0,1295.850094538754,0.25
-2.75,"1.80439739
",sample name,100.0,1295.850094538754,0.25
-3.3,"1.82775809
",sample name,100.0,1295.850094538754,0.25
-3.8499999999999996,"1.87013805
",sample name,100.0,1295.850094538754,0.25
-4.3999999999999995,"1.9137648
",sample name,100.0,1295.850094538754,0.25
-4.949999999999999,"1.93604942
",sample name,100.0,1295.850094538754,0.25
-5.499999999999999,"1.94996847
",sample name,100.0,1295.850094538754,0.25
-6.049999999999999,"1.9587232
",sample name,100.0,1295.850094538754,0.25
-6.599999999999999,"1.96404137
",sample name,100.0,1295.850094538754,0.25
-7.149999999999999,"1.96668197
",sample name,100.0,1295.850094538754,0.25
-7.699999999999998,"1.97061699
",sample name,100.0,1295.850094538754,0.25
-8.249999999999998,"1.97194712
",sample name,100.0,1295.850094538754,0.25
-8.799999999999999,"1.97311227
",sample name,100.0,1295.850094538754,0.25
-9.35,"1.97500388
",sample name,100.0,1295.850094538754,0.25
-9.9,"1.97518042
",sample name,100.0,1295.850094538754,0.25
-10.450000000000001,"1.97437864
",sample name,100.0,1295.850094538754,0.25
-11.000000000000002,"1.97317123
",sample name,100.0,1295.850094538754,0.25
-10.450000000000001,"1.97313117
",sample name,100.0,1295.850094538754,0.25
-9.9,"1.97094669
",sample name,100.0,1295.850094538754,0.25
-9.35,"1.97199372
",sample name,100.0,1295.850094538754,0.25
-8.799999999999999,"1.97128511
",sample name,100.0,1295.850094538754,0.25
-8.249999999999998,"1.97144153
",sample name,100.0,1295.850094538754,0.25
-7.699999999999998,"1.97086341
",sample name,100.0,1295.850094538754,0.25
-7.149999999999999,"1.97212282
",sample name,100.0,1295.850094538754,0.25
-6.599999999999999,"1.97323514
",sample name,100.0,1295.850094538754,0.25
-6.049999999999999,"1.97427831
",sample name,100.0,1295.850094538754,0.25
-5.499999999999999,"1.97402724
",sample name,100.0,1295.850094538754,0.25
-4.949999999999999,"1.97273299
",sample name,100.0,1295.850094538754,0.25
-4.3999999999999995,"1.97600254
",sample name,100.0,1295.850094538754,0.25
