Current(mA),Resistance(Ohm),sample name,Applied in-plane field (Oe),Initial resistance Ohm,Pulse width s
0,"1.98525291
",sample name,100.0,1777.517623010717,0.2
0.55,"1.984134
",sample name,100.0,1777.517623010717,0.2
1.1,"1.98499121
",sample name,100.0,1777.517623010717,0.2
1.6500000000000001,"1.98463551
",sample name,100.0,1777.517623010717,0.2
2.2,"1.98392736
",sample name,100.0,1777.517623010717,0.2
2.75,"1.98267367
",sample name,100.0,1777.517623010717,0.2
3.3,"1.97570555
",sample name,100.0,1777.517623010717,0.2
3.8499999999999996,"1.95654541
",sample name,100.0,1777.517623010717,0.2
4.3999999999999995,"1.9281744
",sample name,100.0,1777.517623010717,0.2
4.949999999999999,"1.88962064
",sample name,100.0,1777.517623010717,0.2
5.499999999999999,"1.86790828
",sample name,100.0,1777.517623010717,0.2
6.049999999999999,"1.84964072
",sample name,100.0,1777.517623010717,0.2
6.599999999999999,"1.83544732
",sample name,100.0,1777.517623010717,0.2
7.149999999999999,"1.82400065
",sample name,100.0,1777.517623010717,0.2
7.699999999999998,"1.81357461
",sample name,100.0,1777.517623010717,0.2
8.249999999999998,"1.80772016
",sample name,100.0,1777.517623010717,0.2
8.799999999999999,"1.80621393
",sample name,100.0,1777.517623010717,0.2
9.35,"1.80102701
",sample name,100.0,1777.517623010717,0.2
9.9,"1.79469904
",sample name,100.0,1777.517623010717,0.2
10.450000000000001,"1.79266348
",sample name,100.0,1777.517623010717,0.2
11.000000000000002,"1.79183994
",sample name,100.0,1777.517623010717,0.2
10.450000000000001,"1.78965783
",sample name,100.0,1777.517623010717,0.2
9.9,"1.79003545
",sample name,100.0,1777.517623010717,0.2
9.35,"1.78981973
",sample name,100.0,1777.517623010717,0.2
8.799999999999999,"1.78975896
",sample name,100.0,1777.517623010717,0.2
8.249999999999998,"1.78972526
",sample name,100.0,1777.517623010717,0.2
7.699999999999998,"1.79145884
",sample name,100.0,1777.517623010717,0.2
7.149999999999999,"1.79221899
",sample name,100.0,1777.517623010717,0.2
6.599999999999999,"1.79281512
",sample name,100.0,1777.517623010717,0.2
6.049999999999999,"1.79390187
",sample name,100.0,1777.517623010717,0.2
5.499999999999999,"1.79248822
",sample name,100.0,1777.517623010717,0.2
4.949999999999999,"1.79275591
",sample name,100.0,1777.517623010717,0.2
4.3999999999999995,"1.79545117
",sample name,100.0,1777.517623010717,0.2
3.8499999999999996,"1.79518162
",sample name,100.0,1777.517623010717,0.2
3.3,"1.79524795
",sample name,100.0,1777.517623010717,0.2
