Current(mA),Resistance(Ohm),sample name,Applied in-plane field (Oe),Initial resistance Ohm,Pulse width s
0,"1.98759243
",sample name,100.0,1319.1825896565604,0.9999999999999999
0.55,"1.98920167
",sample name,100.0,1319.1825896565604,0.9999999999999999
1.1,"1.9872932
",sample name,100.0,1319.1825896565604,0.9999999999999999
1.6500000000000001,"1.98855231
",sample name,100.0,1319.1825896565604,0.9999999999999999
2.2,"1.97866453
",sample name,100.0,1319.1825896565604,0.9999999999999999
2.75,"1.956612
",sample name,100.0,1319.1825896565604,0.9999999999999999
3.3,"1.92448139
",sample name,100.0,1319.1825896565604,0.9999999999999999
3.8499999999999996,"1.88508617
",sample name,100.0,1319.1825896565604,0.9999999999999999
4.3999999999999995,"1.86200444
",sample name,100.0,1319.1825896565604,0.9999999999999999
4.949999999999999,"1.84919328
",sample name,100.0,1319.1825896565604,0.9999999999999999
5.499999999999999,"1.8360261
",sample name,100.0,1319.1825896565604,0.9999999999999999
6.049999999999999,"1.82987336
",sample name,100.0,1319.1825896565604,0.9999999999999999
6.599999999999999,"1.81948248
",sample name,100.0,1319.1825896565604,0.9999999999999999
7.149999999999999,"1.80978264
",sample name,100.0,1319.1825896565604,0.9999999999999999
7.699999999999998,"1.80381245
",sample name,100.0,1319.1825896565604,0.9999999999999999
8.249999999999998,"1.80311185
",sample name,100.0,1319.1825896565604,0.9999999999999999
8.799999999999999,"1.80037645
",sample name,100.0,1319.1825896565604,0.9999999999999999
9.35,"1.79945659
",sample name,100.0,1319.1825896565604,0.9999999999999999
9.9,"1.79493414
",sample name,100.0,1319.1825896565604,0.9999999999999999
10.450000000000001,"1.79319197
",sample name,100.0,1319.1825896565604,0.9999999999999999
11.000000000000002,"1.79379805
",sample name,100.0,1319.1825896565604,0.9999999999999999
10.450000000000001,"1.79143975
",sample name,100.0,1319.1825896565604,0.9999999999999999
9.9,"1.7917462
",sample name,100.0,1319.1825896565604,0.9999999999999999
9.35,"1.79226443
",sample name,100.0,1319.1825896565604,0.9999999999999999
8.799999999999999,"1.79205847
",sample name,100.0,1319.1825896565604,0.9999999999999999
8.249999999999998,"1.79125709
",sample name,100.0,1319.1825896565604,0.9999999999999999
7.699999999999998,"1.79266188
",sample name,100.0,1319.1825896565604,0.9999999999999999
7.149999999999999,"1.79312462
",sample name,100.0,1319.1825896565604,0.9999999999999999
6.599999999999999,"1.7941455
",sample name,100.0,1319.1825896565604,0.9999999999999999
6.049999999999999,"1.79496811
",sample name,100.0,1319.1825896565604,0.9999999999999999
5.499999999999999,"1.79437577
",sample name,100.0,1319.1825896565604,0.9999999999999999
4.949999999999999,"1.79485117
",sample name,100.0,1319.1825896565604,0.9999999999999999
4.3999999999999995,"1.79613661
",sample name,100.0,1319.1825896565604,0.9999999999999999
3.8499999999999996,"1.79755972
",sample name,100.0,1319.1825896565604,0.9999999999999999
3.3,"1.79824521
",sample name,100.0,1319.1825896565604,0.9999999999999999
