Current(mA),Resistance(Ohm),sample name,Applied in-plane field (Oe),Initial resistance Ohm,Pulse width s
0,"1.98711874
",sample name,100.0,1321.1333509438668,0.07
0.55,"1.98717255
",sample name,100.0,1321.1333509438668,0.07
1.1,"1.98568445
",sample name,100.0,1321.1333509438668,0.07
1.6500000000000001,"1.98604049
",sample name,100.0,1321.1333509438668,0.07
2.2,"1.98627705
",sample name,100.0,1321.1333509438668,0.07
2.75,"1.9865869
",sample name,100.0,1321.1333509438668,0.07
3.3,"1.98559499
",sample name,100.0,1321.1333509438668,0.07
3.8499999999999996,"1.98421465
",sample name,100.0,1321.1333509438668,0.07
4.3999999999999995,"1.97423066
",sample name,100.0,1321.1333509438668,0.07
4.949999999999999,"1.94892628
",sample name,100.0,1321.1333509438668,0.07
5.499999999999999,"1.9201504
",sample name,100.0,1321.1333509438668,0.07
6.049999999999999,"1.88938268
",sample name,100.0,1321.1333509438668,0.07
6.599999999999999,"1.85701522
",sample name,100.0,1321.1333509438668,0.07
7.149999999999999,"1.84286443
",sample name,100.0,1321.1333509438668,0.07
7.699999999999998,"1.83293054
",sample name,100.0,1321.1333509438668,0.07
8.249999999999998,"1.82333329
",sample name,100.0,1321.1333509438668,0.07
8.799999999999999,"1.8182601
",sample name,100.0,1321.1333509438668,0.07
9.35,"1.8134757
",sample name,100.0,1321.1333509438668,0.07
9.9,"1.8075321
",sample name,100.0,1321.1333509438668,0.07
10.450000000000001,"1.80384624
",sample name,100.0,1321.1333509438668,0.07
11.000000000000002,"1.79803165
",sample name,100.0,1321.1333509438668,0.07
10.450000000000001,"1.79816508
",sample name,100.0,1321.1333509438668,0.07
9.9,"1.79669038
",sample name,100.0,1321.1333509438668,0.07
9.35,"1.79748519
",sample name,100.0,1321.1333509438668,0.07
8.799999999999999,"1.7970272
",sample name,100.0,1321.1333509438668,0.07
8.249999999999998,"1.79644252
",sample name,100.0,1321.1333509438668,0.07
7.699999999999998,"1.79774555
",sample name,100.0,1321.1333509438668,0.07
7.149999999999999,"1.79766567
",sample name,100.0,1321.1333509438668,0.07
6.599999999999999,"1.79795636
",sample name,100.0,1321.1333509438668,0.07
6.049999999999999,"1.79785647
",sample name,100.0,1321.1333509438668,0.07
5.499999999999999,"1.79838884
",sample name,100.0,1321.1333509438668,0.07
4.949999999999999,"1.79808946
",sample name,100.0,1321.1333509438668,0.07
4.3999999999999995,"1.79957754
",sample name,100.0,1321.1333509438668,0.07
3.8499999999999996,"1.79897678
",sample name,100.0,1321.1333509438668,0.07
3.3,"1.79831747
",sample name,100.0,1321.1333509438668,0.07
2.75,"1.79971826
",sample name,100.0,1321.1333509438668,0.07
2.2,"1.80048779
",sample name,100.0,1321.1333509438668,0.07
1.6500000000000001,"1.79992724
",sample name,100.0,1321.1333509438668,0.07
1.1,"1.80041158
",sample name,100.0,1321.1333509438668,0.07
0.55,"1.80112491
",sample name,100.0,1321.1333509438668,0.07
0.0,"1.80009687
",sample name,100.0,1321.1333509438668,0.07
-0.55,"1.80199283
",sample name,100.0,1321.1333509438668,0.07
-1.1,"1.80325863
",sample name,100.0,1321.1333509438668,0.07
-1.6500000000000001,"1.80343198
",sample name,100.0,1321.1333509438668,0.07
-2.2,"1.80345207
",sample name,100.0,1321.1333509438668,0.07
-2.75,"1.80376981
",sample name,100.0,1321.1333509438668,0.07
-3.3,"1.80359832
",sample name,100.0,1321.1333509438668,0.07
-3.8499999999999996,"1.80629317
",sample name,100.0,1321.1333509438668,0.07
-4.3999999999999995,"1.81419061
",sample name,100.0,1321.1333509438668,0.07
-4.949999999999999,"1.86072317
",sample name,100.0,1321.1333509438668,0.07
-5.499999999999999,"1.9064094
",sample name,100.0,1321.1333509438668,0.07
-6.049999999999999,"1.93567625
",sample name,100.0,1321.1333509438668,0.07
-6.599999999999999,"1.94901934
",sample name,100.0,1321.1333509438668,0.07
-7.149999999999999,"1.96005088
",sample name,100.0,1321.1333509438668,0.07
-7.699999999999998,"1.96564841
",sample name,100.0,1321.1333509438668,0.07
-8.249999999999998,"1.9704401
",sample name,100.0,1321.1333509438668,0.07
-8.799999999999999,"1.97221226
",sample name,100.0,1321.1333509438668,0.07
-9.35,"1.97725828
",sample name,100.0,1321.1333509438668,0.07
-9.9,"1.98044579
",sample name,100.0,1321.1333509438668,0.07
-10.450000000000001,"1.98165058
",sample name,100.0,1321.1333509438668,0.07
-11.000000000000002,"1.98100474
",sample name,100.0,1321.1333509438668,0.07
-10.450000000000001,"1.98184729
",sample name,100.0,1321.1333509438668,0.07
-9.9,"1.98215663
",sample name,100.0,1321.1333509438668,0.07
-9.35,"1.98135319
",sample name,100.0,1321.1333509438668,0.07
-8.799999999999999,"1.98163784
",sample name,100.0,1321.1333509438668,0.07
-8.249999999999998,"1.98164219
",sample name,100.0,1321.1333509438668,0.07
-7.699999999999998,"1.98216935
",sample name,100.0,1321.1333509438668,0.07
-7.149999999999999,"1.9813553
",sample name,100.0,1321.1333509438668,0.07
-6.599999999999999,"1.98236463
",sample name,100.0,1321.1333509438668,0.07
-6.049999999999999,"1.9828565
",sample name,100.0,1321.1333509438668,0.07
-5.499999999999999,"1.98167799
",sample name,100.0,1321.1333509438668,0.07
-4.949999999999999,"1.98314206
",sample name,100.0,1321.1333509438668,0.07
-4.3999999999999995,"1.98246962
",sample name,100.0,1321.1333509438668,0.07
-3.8499999999999996,"1.98313503
",sample name,100.0,1321.1333509438668,0.07
-3.3,"1.98238709
",sample name,100.0,1321.1333509438668,0.07
