Field(Oe),Voltage(mV),sample name,Applied in-plane field (Oe),Applied current (mA),Initial resistance Ohm_
-200.0,"281.68319707401037
",sample name,400.0,2.1,2790.5014169848714
-193.333333333,"281.884574010327
",sample name,400.0,2.1,2790.5014169848714
-186.666666667,"281.8326699655766
",sample name,400.0,2.1,2790.5014169848714
-180.0,"281.8928571428571
",sample name,400.0,2.1,2790.5014169848714
-173.333333333,"281.8575731497418
",sample name,400.0,2.1,2790.5014169848714
-166.666666667,"281.36316695352843
",sample name,400.0,2.1,2790.5014169848714
-160.0,"281.97380593803786
",sample name,400.0,2.1,2790.5014169848714
-153.333333333,"281.809595524957
",sample name,400.0,2.1,2790.5014169848714
-146.666666667,"281.4645008605852
",sample name,400.0,2.1,2790.5014169848714
-140.0,"281.4099612736661
",sample name,400.0,2.1,2790.5014169848714
-133.333333333,"281.4938145438898
",sample name,400.0,2.1,2790.5014169848714
-126.666666667,"281.17819492254733
",sample name,400.0,2.1,2790.5014169848714
-120.0,"281.0763231497418
",sample name,400.0,2.1,2790.5014169848714
-113.333333333,"281.31986876075734
",sample name,400.0,2.1,2790.5014169848714
-106.666666667,"281.0058627366609
",sample name,400.0,2.1,2790.5014169848714
-100.0,"281.2034208261618
",sample name,400.0,2.1,2790.5014169848714
-93.3333333333,"281.07680722891564
",sample name,400.0,2.1,2790.5014169848714
-86.6666666667,"281.3248709122203
",sample name,400.0,2.1,2790.5014169848714
-80.0,"281.1777108433735
",sample name,400.0,2.1,2790.5014169848714
-73.3333333333,"281.61230636833045
",sample name,400.0,2.1,2790.5014169848714
-66.6666666667,"281.38634896729775
",sample name,400.0,2.1,2790.5014169848714
-60.0,"281.3812930292599
",sample name,400.0,2.1,2790.5014169848714
-53.3333333333,"281.2629625645439
",sample name,400.0,2.1,2790.5014169848714
-46.6666666667,"281.2629625645439
",sample name,400.0,2.1,2790.5014169848714
-40.0,"280.1784100688468
",sample name,400.0,2.1,2790.5014169848714
-33.3333333333,"280.131669535284
",sample name,400.0,2.1,2790.5014169848714
-26.6666666667,"280.440834767642
",sample name,400.0,2.1,2790.5014169848714
-20.0,"280.94271729776244
",sample name,400.0,2.1,2790.5014169848714
-13.3333333333,"280.9210413080895
",sample name,400.0,2.1,2790.5014169848714
-6.66666666667,"281.177495697074
",sample name,400.0,2.1,2790.5014169848714
0.0,"281.30572289156623
",sample name,400.0,2.1,2790.5014169848714
6.66666666667,"281.562069707401
",sample name,400.0,2.1,2790.5014169848714
13.3333333333,"281.6784638554217
",sample name,400.0,2.1,2790.5014169848714
20.0,"281.24693416523235
",sample name,400.0,2.1,2790.5014169848714
26.6666666667,"281.0068846815835
",sample name,400.0,2.1,2790.5014169848714
33.3333333333,"280.79631024096386
",sample name,400.0,2.1,2790.5014169848714
40.0,"284.88672547332186
",sample name,400.0,2.1,2790.5014169848714
46.6666666667,"284.38140060240966
",sample name,400.0,2.1,2790.5014169848714
53.3333333333,"286.5572289156626
",sample name,400.0,2.1,2790.5014169848714
60.0,"286.1369944061962
",sample name,400.0,2.1,2790.5014169848714
66.6666666667,"284.48822074010326
",sample name,400.0,2.1,2790.5014169848714
73.3333333333,"286.0765382960413
",sample name,400.0,2.1,2790.5014169848714
80.0,"286.45955249569704
",sample name,400.0,2.1,2790.5014169848714
86.6666666667,"284.19976333907056
",sample name,400.0,2.1,2790.5014169848714
93.3333333333,"284.61881454388987
",sample name,400.0,2.1,2790.5014169848714
100.0,"284.7239672977625
",sample name,400.0,2.1,2790.5014169848714
106.666666667,"284.6347891566265
",sample name,400.0,2.1,2790.5014169848714
113.333333333,"284.62516135972464
",sample name,400.0,2.1,2790.5014169848714
120.0,"284.0182874354561
",sample name,400.0,2.1,2790.5014169848714
126.666666667,"284.7914694492255
",sample name,400.0,2.1,2790.5014169848714
133.333333333,"284.9196966437177
",sample name,400.0,2.1,2790.5014169848714
140.0,"285.0240425989673
",sample name,400.0,2.1,2790.5014169848714
146.666666667,"284.897913080895
",sample name,400.0,2.1,2790.5014169848714
153.333333333,"285.3626290877797
",sample name,400.0,2.1,2790.5014169848714
160.0,"286.3614995697074
",sample name,400.0,2.1,2790.5014169848714
166.666666667,"284.72493545611013
",sample name,400.0,2.1,2790.5014169848714
173.333333333,"284.9168459552496
",sample name,400.0,2.1,2790.5014169848714
180.0,"284.5231820137693
",sample name,400.0,2.1,2790.5014169848714
186.666666667,"284.8014199655766
",sample name,400.0,2.1,2790.5014169848714
193.333333333,"284.6976656626506
",sample name,400.0,2.1,2790.5014169848714
200.0,"284.90598106712565
",sample name,400.0,2.1,2790.5014169848714
