Field(Oe),Voltage(mV),sample name,Applied in-plane field (Oe),Applied current (mA),Initial resistance Ohm_
-200.0,"280.0581432874354
",sample name,-400.0,2.1,2868.5825629854053
-193.333333333,"280.44750430292595
",sample name,-400.0,2.1,2868.5825629854053
-186.666666667,"279.7509143717728
",sample name,-400.0,2.1,2868.5825629854053
-180.0,"280.1927710843373
",sample name,-400.0,2.1,2868.5825629854053
-173.333333333,"280.28824225473323
",sample name,-400.0,2.1,2868.5825629854053
-166.666666667,"280.647913080895
",sample name,-400.0,2.1,2868.5825629854053
-160.0,"280.2292383820998
",sample name,-400.0,2.1,2868.5825629854053
-153.333333333,"280.3870481927711
",sample name,-400.0,2.1,2868.5825629854053
-146.666666667,"280.2495159208262
",sample name,-400.0,2.1,2868.5825629854053
-140.0,"279.9926850258176
",sample name,-400.0,2.1,2868.5825629854053
-133.333333333,"279.9571858864027
",sample name,-400.0,2.1,2868.5825629854053
-126.666666667,"280.0384036144578
",sample name,-400.0,2.1,2868.5825629854053
-120.0,"280.2106820137694
",sample name,-400.0,2.1,2868.5825629854053
-113.333333333,"279.83573580034425
",sample name,-400.0,2.1,2868.5825629854053
-106.666666667,"281.2159530981067
",sample name,-400.0,2.1,2868.5825629854053
-100.0,"280.43050774526677
",sample name,-400.0,2.1,2868.5825629854053
-93.3333333333,"280.5508820998279
",sample name,-400.0,2.1,2868.5825629854053
-86.6666666667,"280.8436962134251
",sample name,-400.0,2.1,2868.5825629854053
-80.0,"280.3867254733218
",sample name,-400.0,2.1,2868.5825629854053
-73.3333333333,"280.2654905335628
",sample name,-400.0,2.1,2868.5825629854053
-66.6666666667,"280.2955034423408
",sample name,-400.0,2.1,2868.5825629854053
-60.0,"280.56475903614455
",sample name,-400.0,2.1,2868.5825629854053
-53.3333333333,"280.75564759036143
",sample name,-400.0,2.1,2868.5825629854053
-46.6666666667,"280.52764629948365
",sample name,-400.0,2.1,2868.5825629854053
-40.0,"281.0634143717728
",sample name,-400.0,2.1,2868.5825629854053
-33.3333333333,"280.9905873493976
",sample name,-400.0,2.1,2868.5825629854053
-26.6666666667,"281.1746987951807
",sample name,-400.0,2.1,2868.5825629854053
-20.0,"280.7903937177281
",sample name,-400.0,2.1,2868.5825629854053
-13.3333333333,"280.4057659208262
",sample name,-400.0,2.1,2868.5825629854053
-6.66666666667,"280.3471923407917
",sample name,-400.0,2.1,2868.5825629854053
0.0,"280.5159208261618
",sample name,-400.0,2.1,2868.5825629854053
6.66666666667,"280.568739242685
",sample name,-400.0,2.1,2868.5825629854053
13.3333333333,"281.0236123063683
",sample name,-400.0,2.1,2868.5825629854053
