Field(Oe),Resistance(Ohm),Sample name,Applied in-plane field (Oe),Applied current (mA)
-80.0,"339.721969
",sample_name,0.0,1.0
-78.6666666667,"339.712211
",sample_name,0.0,1.0
-77.3333333333,"339.705114
",sample_name,0.0,1.0
-76.0,"339.693703
",sample_name,0.0,1.0
-74.6666666667,"339.719383
",sample_name,0.0,1.0
-73.3333333333,"339.712428
",sample_name,0.0,1.0
-72.0,"339.708211
",sample_name,0.0,1.0
-70.6666666667,"339.717164
",sample_name,0.0,1.0
-69.3333333333,"339.721743
",sample_name,0.0,1.0
-68.0,"339.716194
",sample_name,0.0,1.0
-66.6666666667,"339.719375
",sample_name,0.0,1.0
-65.3333333333,"339.714122
",sample_name,0.0,1.0
-64.0,"339.719153
",sample_name,0.0,1.0
-62.6666666667,"339.710792
",sample_name,0.0,1.0
-61.3333333333,"339.713308
",sample_name,0.0,1.0
-60.0,"339.706871
",sample_name,0.0,1.0
-58.6666666667,"339.716934
",sample_name,0.0,1.0
-57.3333333333,"339.716588
",sample_name,0.0,1.0
-56.0,"339.721027
",sample_name,0.0,1.0
-54.6666666667,"339.717352
",sample_name,0.0,1.0
-53.3333333333,"339.720163
",sample_name,0.0,1.0
-52.0,"339.718462
",sample_name,0.0,1.0
-50.6666666667,"339.721167
",sample_name,0.0,1.0
-49.3333333333,"339.727605
",sample_name,0.0,1.0
-48.0,"339.728862
",sample_name,0.0,1.0
-46.6666666667,"339.711844
",sample_name,0.0,1.0
-45.3333333333,"339.72143
",sample_name,0.0,1.0
-44.0,"339.724908
",sample_name,0.0,1.0
-42.6666666667,"339.723354
",sample_name,0.0,1.0
-41.3333333333,"339.711171
",sample_name,0.0,1.0
-40.0,"339.71598
",sample_name,0.0,1.0
-38.6666666667,"339.721308
",sample_name,0.0,1.0
-37.3333333333,"339.723676
",sample_name,0.0,1.0
-36.0,"339.728411
",sample_name,0.0,1.0
-34.6666666667,"339.728929
",sample_name,0.0,1.0
-33.3333333333,"339.718439
",sample_name,0.0,1.0
-32.0,"339.72643
",sample_name,0.0,1.0
-30.6666666667,"339.723347
",sample_name,0.0,1.0
-29.3333333333,"339.725862
",sample_name,0.0,1.0
-28.0,"339.719056
",sample_name,0.0,1.0
-26.6666666667,"339.735112
",sample_name,0.0,1.0
-25.3333333333,"339.740605
",sample_name,0.0,1.0
-24.0,"339.739199
",sample_name,0.0,1.0
-22.6666666667,"339.738163
",sample_name,0.0,1.0
-21.3333333333,"339.731981
",sample_name,0.0,1.0
-20.0,"339.738492
",sample_name,0.0,1.0
-18.6666666667,"339.74128
",sample_name,0.0,1.0
-17.3333333333,"339.73869
",sample_name,0.0,1.0
-16.0,"339.734176
",sample_name,0.0,1.0
-14.6666666667,"339.740211
",sample_name,0.0,1.0
-13.3333333333,"339.729186
",sample_name,0.0,1.0
-12.0,"339.729491
",sample_name,0.0,1.0
-10.6666666667,"339.731341
",sample_name,0.0,1.0
-9.33333333333,"339.71928
",sample_name,0.0,1.0
-8.0,"339.713212
",sample_name,0.0,1.0
-6.66666666667,"339.718984
",sample_name,0.0,1.0
-5.33333333333,"339.723349
",sample_name,0.0,1.0
-4.0,"339.719428
",sample_name,0.0,1.0
-2.66666666667,"339.720636
",sample_name,0.0,1.0
-1.33333333333,"339.720571
",sample_name,0.0,1.0
1.00100214576e-13,"339.742399
",sample_name,0.0,1.0
1.33333333333,"339.730856
",sample_name,0.0,1.0
2.66666666667,"339.733816
",sample_name,0.0,1.0
4.0,"339.72501
",sample_name,0.0,1.0
5.33333333333,"339.710517
",sample_name,0.0,1.0
6.66666666667,"339.716552
",sample_name,0.0,1.0
8.0,"339.713001
",sample_name,0.0,1.0
9.33333333333,"339.712335
",sample_name,0.0,1.0
10.6666666667,"339.724297
",sample_name,0.0,1.0
12.0,"339.723705
",sample_name,0.0,1.0
13.3333333333,"339.720696
",sample_name,0.0,1.0
14.6666666667,"339.727133
",sample_name,0.0,1.0
16.0,"339.732378
",sample_name,0.0,1.0
17.3333333333,"339.730528
",sample_name,0.0,1.0
18.6666666667,"339.729038
",sample_name,0.0,1.0
20.0,"339.735656
",sample_name,0.0,1.0
21.3333333333,"339.738468
",sample_name,0.0,1.0
22.6666666667,"339.735558
",sample_name,0.0,1.0
24.0,"339.748211
",sample_name,0.0,1.0
25.3333333333,"339.754762
",sample_name,0.0,1.0
26.6666666667,"339.75607
",sample_name,0.0,1.0
28.0,"339.75824
",sample_name,0.0,1.0
29.3333333333,"339.750717
",sample_name,0.0,1.0
30.6666666667,"339.766921
",sample_name,0.0,1.0
32.0,"339.78135
",sample_name,0.0,1.0
33.3333333333,"339.782953
",sample_name,0.0,1.0
34.6666666667,"339.780512
",sample_name,0.0,1.0
36.0,"339.779023
",sample_name,0.0,1.0
37.3333333333,"339.794635
",sample_name,0.0,1.0
38.6666666667,"339.798557
",sample_name,0.0,1.0
40.0,"339.807363
",sample_name,0.0,1.0
41.3333333333,"339.785683
",sample_name,0.0,1.0
42.6666666667,"339.781909
",sample_name,0.0,1.0
44.0,"339.7771
",sample_name,0.0,1.0
45.3333333333,"339.767366
",sample_name,0.0,1.0
46.6666666667,"339.765516
",sample_name,0.0,1.0
48.0,"339.758487
",sample_name,0.0,1.0
49.3333333333,"339.746204
",sample_name,0.0,1.0
50.6666666667,"339.749633
",sample_name,0.0,1.0
52.0,"339.751705
",sample_name,0.0,1.0
53.3333333333,"339.745489
",sample_name,0.0,1.0
54.6666666667,"339.753184
",sample_name,0.0,1.0
56.0,"339.760781
",sample_name,0.0,1.0
57.3333333333,"339.751876
",sample_name,0.0,1.0
58.6666666667,"339.750224
",sample_name,0.0,1.0
60.0,"339.739255
",sample_name,0.0,1.0
61.3333333333,"339.745618
",sample_name,0.0,1.0
62.6666666667,"339.735283
",sample_name,0.0,1.0
64.0,"339.749564
",sample_name,0.0,1.0
65.3333333333,"339.73262
",sample_name,0.0,1.0
66.6666666667,"339.735366
",sample_name,0.0,1.0
68.0,"339.736525
",sample_name,0.0,1.0
69.3333333333,"339.727424
",sample_name,0.0,1.0
70.6666666667,"339.719326
",sample_name,0.0,1.0
72.0,"339.713645
",sample_name,0.0,1.0
73.3333333333,"339.715175
",sample_name,0.0,1.0
74.6666666667,"339.70563
",sample_name,0.0,1.0
76.0,"339.708862
",sample_name,0.0,1.0
77.3333333333,"339.701142
",sample_name,0.0,1.0
78.6666666667,"339.711847
",sample_name,0.0,1.0
80.0,"339.720999
",sample_name,0.0,1.0
78.6666666667,"339.710714
",sample_name,0.0,1.0
77.3333333333,"339.721271
",sample_name,0.0,1.0
76.0,"339.712887
",sample_name,0.0,1.0
74.6666666667,"339.723739
",sample_name,0.0,1.0
73.3333333333,"339.723615
",sample_name,0.0,1.0
72.0,"339.72128
",sample_name,0.0,1.0
70.6666666667,"339.719307
",sample_name,0.0,1.0
69.3333333333,"339.739877
",sample_name,0.0,1.0
68.0,"339.736423
",sample_name,0.0,1.0
66.6666666667,"339.732377
",sample_name,0.0,1.0
65.3333333333,"339.741083
",sample_name,0.0,1.0
64.0,"339.727639
",sample_name,0.0,1.0
62.6666666667,"339.724384
",sample_name,0.0,1.0
61.3333333333,"339.718627
",sample_name,0.0,1.0
60.0,"339.732761
",sample_name,0.0,1.0
58.6666666667,"339.728691
",sample_name,0.0,1.0
57.3333333333,"339.717172
",sample_name,0.0,1.0
56.0,"339.715175
",sample_name,0.0,1.0
54.6666666667,"339.715546
",sample_name,0.0,1.0
53.3333333333,"339.711435
",sample_name,0.0,1.0
52.0,"339.716221
",sample_name,0.0,1.0
50.6666666667,"339.710006
",sample_name,0.0,1.0
49.3333333333,"339.722676
",sample_name,0.0,1.0
48.0,"339.702346
",sample_name,0.0,1.0
46.6666666667,"339.710065
",sample_name,0.0,1.0
45.3333333333,"339.70468
",sample_name,0.0,1.0
44.0,"339.719727
",sample_name,0.0,1.0
42.6666666667,"339.72429
",sample_name,0.0,1.0
41.3333333333,"339.725529
",sample_name,0.0,1.0
40.0,"339.722241
",sample_name,0.0,1.0
38.6666666667,"339.706355
",sample_name,0.0,1.0
37.3333333333,"339.717602
",sample_name,0.0,1.0
36.0,"339.714272
",sample_name,0.0,1.0
34.6666666667,"339.712875
",sample_name,0.0,1.0
33.3333333333,"339.707399
",sample_name,0.0,1.0
32.0,"339.712857
",sample_name,0.0,1.0
30.6666666667,"339.715966
",sample_name,0.0,1.0
29.3333333333,"339.716187
",sample_name,0.0,1.0
28.0,"339.704473
",sample_name,0.0,1.0
26.6666666667,"339.723588
",sample_name,0.0,1.0
25.3333333333,"339.743048
",sample_name,0.0,1.0
24.0,"339.737892
",sample_name,0.0,1.0
22.6666666667,"339.752608
",sample_name,0.0,1.0
