Field(Oe),Resistance(Ohm),Sample name,Applied in-plane field (Oe),Applied current (mA)
-80.0,"344.435525
",sample_name,0.0,4.0
-78.6666666667,"344.4324375
",sample_name,0.0,4.0
-77.3333333333,"344.43621
",sample_name,0.0,4.0
-76.0,"344.437615
",sample_name,0.0,4.0
-74.6666666667,"344.4406675
",sample_name,0.0,4.0
-73.3333333333,"344.437925
",sample_name,0.0,4.0
-72.0,"344.43981
",sample_name,0.0,4.0
-70.6666666667,"344.4367575
",sample_name,0.0,4.0
-69.3333333333,"344.4379575
",sample_name,0.0,4.0
-68.0,"344.4384725
",sample_name,0.0,4.0
-66.6666666667,"344.43573
",sample_name,0.0,4.0
-65.3333333333,"344.4384725
",sample_name,0.0,4.0
-64.0,"344.437615
",sample_name,0.0,4.0
-62.6666666667,"344.4347
",sample_name,0.0,4.0
-61.3333333333,"344.43573
",sample_name,0.0,4.0
-60.0,"344.436415
",sample_name,0.0,4.0
-58.6666666667,"344.4371
",sample_name,0.0,4.0
-57.3333333333,"344.4372725
",sample_name,0.0,4.0
-56.0,"344.4360725
",sample_name,0.0,4.0
-54.6666666667,"344.4360725
",sample_name,0.0,4.0
-53.3333333333,"344.437925
",sample_name,0.0,4.0
-52.0,"344.4363825
",sample_name,0.0,4.0
-50.6666666667,"344.43518
",sample_name,0.0,4.0
-49.3333333333,"344.4375825
",sample_name,0.0,4.0
-48.0,"344.4377525
",sample_name,0.0,4.0
-46.6666666667,"344.4379575
",sample_name,0.0,4.0
-45.3333333333,"344.4377875
",sample_name,0.0,4.0
-44.0,"344.4355575
",sample_name,0.0,4.0
-42.6666666667,"344.437615
",sample_name,0.0,4.0
-41.3333333333,"344.4346675
",sample_name,0.0,4.0
-40.0,"344.4363825
",sample_name,0.0,4.0
-38.6666666667,"344.43741
",sample_name,0.0,4.0
-37.3333333333,"344.4372375
",sample_name,0.0,4.0
-36.0,"344.4389525
",sample_name,0.0,4.0
-34.6666666667,"344.4336375
",sample_name,0.0,4.0
-33.3333333333,"344.4392975
",sample_name,0.0,4.0
-32.0,"344.44204
",sample_name,0.0,4.0
-30.6666666667,"344.44324
",sample_name,0.0,4.0
-29.3333333333,"344.441835
",sample_name,0.0,4.0
-28.0,"344.4416625
",sample_name,0.0,4.0
-26.6666666667,"344.44132
",sample_name,0.0,4.0
-25.3333333333,"344.443035
",sample_name,0.0,4.0
-24.0,"344.4421775
",sample_name,0.0,4.0
-22.6666666667,"344.4428625
",sample_name,0.0,4.0
-21.3333333333,"344.44955
",sample_name,0.0,4.0
-20.0,"344.4502025
",sample_name,0.0,4.0
-18.6666666667,"344.4529475
",sample_name,0.0,4.0
-17.3333333333,"344.4493125
",sample_name,0.0,4.0
-16.0,"344.451885
",sample_name,0.0,4.0
-14.6666666667,"344.4515425
",sample_name,0.0,4.0
-13.3333333333,"344.447255
",sample_name,0.0,4.0
-12.0,"344.453255
",sample_name,0.0,4.0
-10.6666666667,"344.4541475
",sample_name,0.0,4.0
-9.33333333333,"344.4541475
",sample_name,0.0,4.0
-8.0,"344.4584
",sample_name,0.0,4.0
-6.66666666667,"344.460115
",sample_name,0.0,4.0
-5.33333333333,"344.4609725
",sample_name,0.0,4.0
-4.0,"344.46183
",sample_name,0.0,4.0
-2.66666666667,"344.463545
",sample_name,0.0,4.0
-1.33333333333,"344.4641975
",sample_name,0.0,4.0
1.00100214576e-13,"344.4643675
",sample_name,0.0,4.0
1.33333333333,"344.47006
",sample_name,0.0,4.0
2.66666666667,"344.4698875
",sample_name,0.0,4.0
4.0,"344.47349
",sample_name,0.0,4.0
5.33333333333,"344.47349
",sample_name,0.0,4.0
6.66666666667,"344.47469
",sample_name,0.0,4.0
8.0,"344.4794575
",sample_name,0.0,4.0
9.33333333333,"344.4799725
",sample_name,0.0,4.0
10.6666666667,"344.48323
",sample_name,0.0,4.0
12.0,"344.48292
",sample_name,0.0,4.0
13.3333333333,"344.484635
",sample_name,0.0,4.0
14.6666666667,"344.48755
",sample_name,0.0,4.0
16.0,"344.49218
",sample_name,0.0,4.0
17.3333333333,"344.4942375
",sample_name,0.0,4.0
18.6666666667,"344.5005825
",sample_name,0.0,4.0
20.0,"344.501815
",sample_name,0.0,4.0
21.3333333333,"344.50456
",sample_name,0.0,4.0
22.6666666667,"344.50473
",sample_name,0.0,4.0
24.0,"344.513305
",sample_name,0.0,4.0
25.3333333333,"344.51999
",sample_name,0.0,4.0
26.6666666667,"344.5242775
",sample_name,0.0,4.0
28.0,"344.5265075
",sample_name,0.0,4.0
29.3333333333,"344.5297975
",sample_name,0.0,4.0
30.6666666667,"344.5297975
",sample_name,0.0,4.0
32.0,"344.5320275
",sample_name,0.0,4.0
33.3333333333,"344.5327125
",sample_name,0.0,4.0
34.6666666667,"344.5298325
",sample_name,0.0,4.0
36.0,"344.515085
",sample_name,0.0,4.0
37.3333333333,"344.507885
",sample_name,0.0,4.0
38.6666666667,"344.4984525
",sample_name,0.0,4.0
40.0,"344.49451
",sample_name,0.0,4.0
41.3333333333,"344.4902225
",sample_name,0.0,4.0
42.6666666667,"344.4879925
",sample_name,0.0,4.0
44.0,"344.485935
",sample_name,0.0,4.0
45.3333333333,"344.4855925
",sample_name,0.0,4.0
46.6666666667,"344.4837075
",sample_name,0.0,4.0
48.0,"344.482335
",sample_name,0.0,4.0
49.3333333333,"344.48285
",sample_name,0.0,4.0
50.6666666667,"344.4813075
",sample_name,0.0,4.0
52.0,"344.4819925
",sample_name,0.0,4.0
53.3333333333,"344.4792475
",sample_name,0.0,4.0
54.6666666667,"344.4754775
",sample_name,0.0,4.0
56.0,"344.4749625
",sample_name,0.0,4.0
57.3333333333,"344.475305
",sample_name,0.0,4.0
58.6666666667,"344.4756475
",sample_name,0.0,4.0
60.0,"344.4720475
",sample_name,0.0,4.0
61.3333333333,"344.471875
",sample_name,0.0,4.0
62.6666666667,"344.4696475
",sample_name,0.0,4.0
64.0,"344.4696475
",sample_name,0.0,4.0
65.3333333333,"344.4691325
",sample_name,0.0,4.0
66.6666666667,"344.47016
",sample_name,0.0,4.0
68.0,"344.470195
",sample_name,0.0,4.0
69.3333333333,"344.4683425
",sample_name,0.0,4.0
70.6666666667,"344.467485
",sample_name,0.0,4.0
72.0,"344.4681375
",sample_name,0.0,4.0
73.3333333333,"344.468
",sample_name,0.0,4.0
74.6666666667,"344.4678275
",sample_name,0.0,4.0
76.0,"344.4678275
",sample_name,0.0,4.0
77.3333333333,"344.468
",sample_name,0.0,4.0
78.6666666667,"344.4643975
",sample_name,0.0,4.0
80.0,"344.4668325
",sample_name,0.0,4.0
78.6666666667,"344.4663175
",sample_name,0.0,4.0
77.3333333333,"344.4668325
",sample_name,0.0,4.0
76.0,"344.47009
",sample_name,0.0,4.0
74.6666666667,"344.4687175
",sample_name,0.0,4.0
73.3333333333,"344.4692325
",sample_name,0.0,4.0
72.0,"344.4728325
",sample_name,0.0,4.0
70.6666666667,"344.4765725
",sample_name,0.0,4.0
69.3333333333,"344.47623
",sample_name,0.0,4.0
68.0,"344.4770875
",sample_name,0.0,4.0
66.6666666667,"344.478115
",sample_name,0.0,4.0
65.3333333333,"344.478115
",sample_name,0.0,4.0
64.0,"344.47743
",sample_name,0.0,4.0
62.6666666667,"344.48206
",sample_name,0.0,4.0
61.3333333333,"344.4785975
",sample_name,0.0,4.0
60.0,"344.482745
",sample_name,0.0,4.0
58.6666666667,"344.4794875
",sample_name,0.0,4.0
57.3333333333,"344.4841175
",sample_name,0.0,4.0
56.0,"344.4853175
",sample_name,0.0,4.0
54.6666666667,"344.4882325
",sample_name,0.0,4.0
53.3333333333,"344.48535
",sample_name,0.0,4.0
52.0,"344.489465
",sample_name,0.0,4.0
50.6666666667,"344.491525
",sample_name,0.0,4.0
49.3333333333,"344.4906675
",sample_name,0.0,4.0
48.0,"344.49389
",sample_name,0.0,4.0
46.6666666667,"344.4947475
",sample_name,0.0,4.0
45.3333333333,"344.494405
",sample_name,0.0,4.0
44.0,"344.497835
",sample_name,0.0,4.0
42.6666666667,"344.4971475
",sample_name,0.0,4.0
41.3333333333,"344.502945
",sample_name,0.0,4.0
40.0,"344.50497
",sample_name,0.0,4.0
38.6666666667,"344.5087425
",sample_name,0.0,4.0
37.3333333333,"344.50737
",sample_name,0.0,4.0
36.0,"344.5077125
",sample_name,0.0,4.0
34.6666666667,"344.5130275
",sample_name,0.0,4.0
33.3333333333,"344.516425
",sample_name,0.0,4.0
32.0,"344.516425
",sample_name,0.0,4.0
30.6666666667,"344.5225975
",sample_name,0.0,4.0
29.3333333333,"344.5235925
",sample_name,0.0,4.0
28.0,"344.5233875
",sample_name,0.0,4.0
26.6666666667,"344.529045
",sample_name,0.0,4.0
25.3333333333,"344.53436
",sample_name,0.0,4.0
24.0,"344.5379625
",sample_name,0.0,4.0
22.6666666667,"344.5420425
",sample_name,0.0,4.0
21.3333333333,"344.544135
",sample_name,0.0,4.0
20.0,"344.54825
",sample_name,0.0,4.0
18.6666666667,"344.5541475
",sample_name,0.0,4.0
17.3333333333,"344.568035
",sample_name,0.0,4.0
16.0,"344.5751
",sample_name,0.0,4.0
14.6666666667,"344.5763
",sample_name,0.0,4.0
13.3333333333,"344.576335
",sample_name,0.0,4.0
12.0,"344.5727325
",sample_name,0.0,4.0
10.6666666667,"344.5696125
",sample_name,0.0,4.0
9.33333333333,"344.5523275
",sample_name,0.0,4.0
8.0,"344.5506475
",sample_name,0.0,4.0
6.66666666667,"344.5446125
",sample_name,0.0,4.0
5.33333333333,"344.5371
",sample_name,0.0,4.0
4.0,"344.535695
",sample_name,0.0,4.0
2.66666666667,"344.5340475
",sample_name,0.0,4.0
1.33333333333,"344.531305
",sample_name,0.0,4.0
1.09043876359e-13,"344.5268125
",sample_name,0.0,4.0
-1.33333333333,"344.5262975
",sample_name,0.0,4.0
-2.66666666667,"344.52256
",sample_name,0.0,4.0
-4.0,"344.524445
",sample_name,0.0,4.0
-5.33333333333,"344.5217025
",sample_name,0.0,4.0
-6.66666666667,"344.5200225
",sample_name,0.0,4.0
-8.0,"344.517245
",sample_name,0.0,4.0
-9.33333333333,"344.52016
",sample_name,0.0,4.0
-10.6666666667,"344.525475
",sample_name,0.0,4.0
-12.0,"344.5241375
",sample_name,0.0,4.0
-13.3333333333,"344.5199875
",sample_name,0.0,4.0
-14.6666666667,"344.519645
",sample_name,0.0,4.0
