Field(Oe),Resistance(Ohm),Sample name,Applied in-plane field (Oe),Applied current (mA)
-1000.0,"-17.7404833684
",2,200.0,-1.9
-975.0,"-17.7264574211
",2,200.0,-1.9
-950.0,"-17.7117834737
",2,200.0,-1.9
-925.0,"-17.696273
",2,200.0,-1.9
-900.0,"-17.6797458947
",2,200.0,-1.9
-875.0,"-17.6822321579
",2,200.0,-1.9
-850.0,"-17.6746988947
",2,200.0,-1.9
-825.0,"-17.6603808947
",2,200.0,-1.9
-800.0,"-17.6432963684
",2,200.0,-1.9
-775.0,"-17.6248629474
",2,200.0,-1.9
-750.0,"-17.6048949474
",2,200.0,-1.9
-725.0,"-17.5821108421
",2,200.0,-1.9
-700.0,"-17.5590773158
",2,200.0,-1.9
-675.0,"-17.5316861053
",2,200.0,-1.9
-650.0,"-17.5078912105
",2,200.0,-1.9
-625.0,"-17.4784195263
",2,200.0,-1.9
-600.0,"-17.4503827368
",2,200.0,-1.9
-575.0,"-17.4162834211
",2,200.0,-1.9
-550.0,"-17.3794862632
",2,200.0,-1.9
-525.0,"-17.3447462105
",2,200.0,-1.9
-500.0,"-17.3024567895
",2,200.0,-1.9
-475.0,"-17.2536788421
",2,200.0,-1.9
-450.0,"-17.2094915789
",2,200.0,-1.9
-425.0,"-17.1519993684
",2,200.0,-1.9
-400.0,"-17.0907937368
",2,200.0,-1.9
-375.0,"-17.0183355263
",2,200.0,-1.9
-350.0,"-16.9315616316
",2,200.0,-1.9
-325.0,"-16.8463771053
",2,200.0,-1.9
-300.0,"-16.7361914211
",2,200.0,-1.9
-275.0,"-16.6229331579
",2,200.0,-1.9
-250.0,"-16.4854341579
",2,200.0,-1.9
-225.0,"-16.3280061579
",2,200.0,-1.9
-200.0,"-16.1657096316
",2,200.0,-1.9
-175.0,"-15.963742
",2,200.0,-1.9
-150.0,"-15.7705368947
",2,200.0,-1.9
-125.0,"-15.5283067895
",2,200.0,-1.9
-100.0,"-15.2698688421
",2,200.0,-1.9
-75.0,"-14.9799426842
",2,200.0,-1.9
-50.0,"-14.706841
",2,200.0,-1.9
-25.0,"-14.3783866842
",2,200.0,-1.9
-8.22619750096e-13,"-14.0290932632
",2,200.0,-1.9
25.0,"-13.6934253158
",2,200.0,-1.9
50.0,"-13.3798534211
",2,200.0,-1.9
75.0,"-13.0463547895
",2,200.0,-1.9
100.0,"-12.7022527895
",2,200.0,-1.9
125.0,"-12.3388376842
",2,200.0,-1.9
150.0,"-11.9971013158
",2,200.0,-1.9
175.0,"-11.6153371579
",2,200.0,-1.9
200.0,"-11.2637444737
",2,200.0,-1.9
225.0,"-10.9134287895
",2,200.0,-1.9
250.0,"-10.5434005263
",2,200.0,-1.9
275.0,"-10.2256815789
",2,200.0,-1.9
300.0,"-9.91810005263
",2,200.0,-1.9
325.0,"-9.61779478947
",2,200.0,-1.9
350.0,"-9.32430773684
",2,200.0,-1.9
375.0,"-9.08240405263
",2,200.0,-1.9
400.0,"-8.87744715789
",2,200.0,-1.9
425.0,"-8.67538726316
",2,200.0,-1.9
450.0,"-8.49269126316
",2,200.0,-1.9
475.0,"-8.32558784211
",2,200.0,-1.9
500.0,"-8.18569368421
",2,200.0,-1.9
525.0,"-8.06550973684
",2,200.0,-1.9
550.0,"-7.96295857895
",2,200.0,-1.9
575.0,"-7.87186478947
",2,200.0,-1.9
600.0,"-7.79172705263
",2,200.0,-1.9
625.0,"-7.71216905263
",2,200.0,-1.9
650.0,"-7.65063715789
",2,200.0,-1.9
675.0,"-7.58920815789
",2,200.0,-1.9
700.0,"-7.52075152632
",2,200.0,-1.9
725.0,"-7.48311389474
",2,200.0,-1.9
750.0,"-7.44289263158
",2,200.0,-1.9
