Field(Oe),Resistance(Ohm),Sample name,Applied in-plane field (Oe),Applied current (mA)
-550.0,"-0.412610736667
",sample name,-1200.0,1.2
-539.0,"-0.412891921667
",sample name,-1200.0,1.2
-528.0,"-0.412666754167
",sample name,-1200.0,1.2
-517.0,"-0.412778968333
",sample name,-1200.0,1.2
-506.0,"-0.412942315833
",sample name,-1200.0,1.2
-495.0,"-0.4129591625
",sample name,-1200.0,1.2
-484.0,"-0.415109925833
",sample name,-1200.0,1.2
-473.0,"-0.413998029167
",sample name,-1200.0,1.2
-462.0,"-0.413447695833
",sample name,-1200.0,1.2
-451.0,"-0.413453328333
",sample name,-1200.0,1.2
-440.0,"-0.414188976667
",sample name,-1200.0,1.2
-429.0,"-0.414301288333
",sample name,-1200.0,1.2
-418.0,"-0.413700415
",sample name,-1200.0,1.2
-407.0,"-0.414099125833
",sample name,-1200.0,1.2
-396.0,"-0.413941663333
",sample name,-1200.0,1.2
-385.0,"-0.414716621667
",sample name,-1200.0,1.2
-374.0,"-0.413644560833
",sample name,-1200.0,1.2
-363.0,"-0.414475675833
",sample name,-1200.0,1.2
-352.0,"-0.41370625
",sample name,-1200.0,1.2
-341.0,"-0.413144685833
",sample name,-1200.0,1.2
-330.0,"-0.4141832825
",sample name,-1200.0,1.2
-319.0,"-0.413610486667
",sample name,-1200.0,1.2
-308.0,"-0.413997965833
",sample name,-1200.0,1.2
-297.0,"-0.4135992275
",sample name,-1200.0,1.2
-286.0,"-0.413638536667
",sample name,-1200.0,1.2
-275.0,"-0.414110475
",sample name,-1200.0,1.2
-264.0,"-0.414368794167
",sample name,-1200.0,1.2
-253.0,"-0.413532426667
",sample name,-1200.0,1.2
-242.0,"-0.4134987325
",sample name,-1200.0,1.2
-231.0,"-0.413976008333
",sample name,-1200.0,1.2
-220.0,"-0.413582913333
",sample name,-1200.0,1.2
-209.0,"-0.414139070833
",sample name,-1200.0,1.2
-198.0,"-0.4143693125
",sample name,-1200.0,1.2
-187.0,"-0.414082915
",sample name,-1200.0,1.2
-176.0,"-0.4138919825
",sample name,-1200.0,1.2
-165.0,"-0.413723485
",sample name,-1200.0,1.2
-154.0,"-0.414234508333
",sample name,-1200.0,1.2
-143.0,"-0.413150688333
",sample name,-1200.0,1.2
-132.0,"-0.413903185833
",sample name,-1200.0,1.2
-121.0,"-0.41391439
",sample name,-1200.0,1.2
-110.0,"-0.413930945833
",sample name,-1200.0,1.2
-99.0,"-0.4143801975
",sample name,-1200.0,1.2
-88.0,"-0.413228928333
",sample name,-1200.0,1.2
-77.0,"-0.413936499167
",sample name,-1200.0,1.2
-66.0,"-0.413762349167
",sample name,-1200.0,1.2
-55.0,"-0.4132849925
",sample name,-1200.0,1.2
-44.0,"-0.4137230125
",sample name,-1200.0,1.2
-33.0,"-0.41362763
",sample name,-1200.0,1.2
-22.0,"-0.4144812075
",sample name,-1200.0,1.2
-11.0,"-0.413970509167
",sample name,-1200.0,1.2
6.84334533485e-13,"-0.413678271667
",sample name,-1200.0,1.2
11.0,"-0.414082598333
",sample name,-1200.0,1.2
22.0,"-0.4132848525
",sample name,-1200.0,1.2
33.0,"-0.414059784167
",sample name,-1200.0,1.2
44.0,"-0.414587159167
",sample name,-1200.0,1.2
55.0,"-0.4131495575
",sample name,-1200.0,1.2
66.0,"-0.4140312125
",sample name,-1200.0,1.2
77.0,"-0.413857155
",sample name,-1200.0,1.2
88.0,"-0.413795383333
",sample name,-1200.0,1.2
99.0,"-0.413368398333
",sample name,-1200.0,1.2
110.0,"-0.41335158
",sample name,-1200.0,1.2
121.0,"-0.413969299167
",sample name,-1200.0,1.2
132.0,"-0.41437924
",sample name,-1200.0,1.2
143.0,"-0.412840855
",sample name,-1200.0,1.2
154.0,"-0.413851421667
",sample name,-1200.0,1.2
165.0,"-0.41421696
",sample name,-1200.0,1.2
176.0,"-0.413711553333
",sample name,-1200.0,1.2
187.0,"-0.41381798
",sample name,-1200.0,1.2
198.0,"-0.4145030875
",sample name,-1200.0,1.2
209.0,"-0.413452694167
",sample name,-1200.0,1.2
220.0,"-0.414250140833
",sample name,-1200.0,1.2
231.0,"-0.412638644167
",sample name,-1200.0,1.2
242.0,"-0.413963988333
",sample name,-1200.0,1.2
253.0,"-0.413975004167
",sample name,-1200.0,1.2
264.0,"-0.41369963
",sample name,-1200.0,1.2
275.0,"-0.413453361667
",sample name,-1200.0,1.2
286.0,"-0.412953635833
",sample name,-1200.0,1.2
297.0,"-0.414205978333
",sample name,-1200.0,1.2
308.0,"-0.4153682275
",sample name,-1200.0,1.2
319.0,"-0.414284409167
",sample name,-1200.0,1.2
330.0,"-0.413318545833
",sample name,-1200.0,1.2
341.0,"-0.413621856667
",sample name,-1200.0,1.2
352.0,"-0.413930743333
",sample name,-1200.0,1.2
363.0,"-0.4136272825
",sample name,-1200.0,1.2
374.0,"-0.41342524
",sample name,-1200.0,1.2
385.0,"-0.413981215
",sample name,-1200.0,1.2
396.0,"-0.416155359167
",sample name,-1200.0,1.2
407.0,"-0.4803585875
",sample name,-1200.0,1.2
418.0,"-0.577189168333
",sample name,-1200.0,1.2
429.0,"-0.613033775
",sample name,-1200.0,1.2
440.0,"-0.614706749167
",sample name,-1200.0,1.2
451.0,"-0.61415677
",sample name,-1200.0,1.2
462.0,"-0.614741161667
",sample name,-1200.0,1.2
473.0,"-0.61373553
",sample name,-1200.0,1.2
484.0,"-0.613465978333
",sample name,-1200.0,1.2
495.0,"-0.614202369167
",sample name,-1200.0,1.2
506.0,"-0.614600703333
",sample name,-1200.0,1.2
517.0,"-0.613511226667
",sample name,-1200.0,1.2
528.0,"-0.614690430833
",sample name,-1200.0,1.2
539.0,"-0.614297335833
",sample name,-1200.0,1.2
550.0,"-0.6142078925
",sample name,-1200.0,1.2
539.0,"-0.6127420825
",sample name,-1200.0,1.2
528.0,"-0.610877646667
",sample name,-1200.0,1.2
517.0,"-0.612697134167
",sample name,-1200.0,1.2
506.0,"-0.612000654167
",sample name,-1200.0,1.2
495.0,"-0.612011451667
",sample name,-1200.0,1.2
484.0,"-0.612398821667
",sample name,-1200.0,1.2
473.0,"-0.611921048333
",sample name,-1200.0,1.2
462.0,"-0.611556493333
",sample name,-1200.0,1.2
451.0,"-0.611876586667
",sample name,-1200.0,1.2
440.0,"-0.612533616667
",sample name,-1200.0,1.2
429.0,"-0.611584238333
",sample name,-1200.0,1.2
418.0,"-0.612982029167
",sample name,-1200.0,1.2
407.0,"-0.611769375
",sample name,-1200.0,1.2
396.0,"-0.61306012
",sample name,-1200.0,1.2
385.0,"-0.612672601667
",sample name,-1200.0,1.2
374.0,"-0.612279195
",sample name,-1200.0,1.2
363.0,"-0.613216683333
",sample name,-1200.0,1.2
352.0,"-0.612935820833
",sample name,-1200.0,1.2
341.0,"-0.61310387
",sample name,-1200.0,1.2
330.0,"-0.612368335
",sample name,-1200.0,1.2
319.0,"-0.611784434167
",sample name,-1200.0,1.2
308.0,"-0.613036839167
",sample name,-1200.0,1.2
297.0,"-0.61216049
",sample name,-1200.0,1.2
286.0,"-0.61266602
",sample name,-1200.0,1.2
275.0,"-0.613413273333
",sample name,-1200.0,1.2
264.0,"-0.613340605833
",sample name,-1200.0,1.2
253.0,"-0.612689276667
",sample name,-1200.0,1.2
242.0,"-0.613026365833
",sample name,-1200.0,1.2
231.0,"-0.613666605833
",sample name,-1200.0,1.2
220.0,"-0.612161964167
",sample name,-1200.0,1.2
209.0,"-0.612476874167
",sample name,-1200.0,1.2
198.0,"-0.613010258333
",sample name,-1200.0,1.2
187.0,"-0.612831398333
",sample name,-1200.0,1.2
176.0,"-0.612926864167
",sample name,-1200.0,1.2
165.0,"-0.613100825
",sample name,-1200.0,1.2
154.0,"-0.612769420833
",sample name,-1200.0,1.2
143.0,"-0.612819585833
",sample name,-1200.0,1.2
132.0,"-0.6121006425
",sample name,-1200.0,1.2
121.0,"-0.613442861667
",sample name,-1200.0,1.2
110.0,"-0.6133141075
",sample name,-1200.0,1.2
99.0,"-0.613033244167
",sample name,-1200.0,1.2
88.0,"-0.6138755475
",sample name,-1200.0,1.2
77.0,"-0.612724324167
",sample name,-1200.0,1.2
66.0,"-0.612522635833
",sample name,-1200.0,1.2
55.0,"-0.612477710833
",sample name,-1200.0,1.2
44.0,"-0.613061836667
",sample name,-1200.0,1.2
33.0,"-0.612422251667
",sample name,-1200.0,1.2
22.0,"-0.612657771667
",sample name,-1200.0,1.2
11.0,"-0.613898761667
",sample name,-1200.0,1.2
6.77242983915e-13,"-0.6126296675
",sample name,-1200.0,1.2
-11.0,"-0.612567895833
",sample name,-1200.0,1.2
-22.0,"-0.613657764167
",sample name,-1200.0,1.2
-33.0,"-0.611894530833
",sample name,-1200.0,1.2
-44.0,"-0.613208686667
",sample name,-1200.0,1.2
-55.0,"-0.612911098333
",sample name,-1200.0,1.2
-66.0,"-0.6116410725
",sample name,-1200.0,1.2
-77.0,"-0.6123706725
",sample name,-1200.0,1.2
-88.0,"-0.612342414167
",sample name,-1200.0,1.2
-99.0,"-0.613100444167
",sample name,-1200.0,1.2
-110.0,"-0.612763465
",sample name,-1200.0,1.2
-121.0,"-0.611381683333
",sample name,-1200.0,1.2
-132.0,"-0.612055184167
",sample name,-1200.0,1.2
-143.0,"-0.612167095
",sample name,-1200.0,1.2
-154.0,"-0.6119934025
",sample name,-1200.0,1.2
-165.0,"-0.612515978333
",sample name,-1200.0,1.2
-176.0,"-0.61281836
",sample name,-1200.0,1.2
-187.0,"-0.612318609167
",sample name,-1200.0,1.2
-198.0,"-0.611701070833
",sample name,-1200.0,1.2
-209.0,"-0.612370515
",sample name,-1200.0,1.2
-220.0,"-0.612067270833
",sample name,-1200.0,1.2
-231.0,"-0.612106973333
",sample name,-1200.0,1.2
-242.0,"-0.612432721667
",sample name,-1200.0,1.2
-253.0,"-0.612949403333
",sample name,-1200.0,1.2
-264.0,"-0.612421491667
",sample name,-1200.0,1.2
-275.0,"-0.611826165
",sample name,-1200.0,1.2
-286.0,"-0.611966936667
",sample name,-1200.0,1.2
-297.0,"-0.611692135
",sample name,-1200.0,1.2
-308.0,"-0.6121297925
",sample name,-1200.0,1.2
-319.0,"-0.612544634167
",sample name,-1200.0,1.2
-330.0,"-0.612589516667
",sample name,-1200.0,1.2
-341.0,"-0.612005195833
",sample name,-1200.0,1.2
-352.0,"-0.611916084167
",sample name,-1200.0,1.2
-363.0,"-0.612274645833
",sample name,-1200.0,1.2
-374.0,"-0.61239228
",sample name,-1200.0,1.2
-385.0,"-0.6124933025
",sample name,-1200.0,1.2
-396.0,"-0.61216212
",sample name,-1200.0,1.2
-407.0,"-0.6122467725
",sample name,-1200.0,1.2
-418.0,"-0.560302509167
",sample name,-1200.0,1.2
-429.0,"-0.441756285833
",sample name,-1200.0,1.2
-440.0,"-0.418883550833
",sample name,-1200.0,1.2
-451.0,"-0.4138913025
",sample name,-1200.0,1.2
-462.0,"-0.4121397275
",sample name,-1200.0,1.2
-473.0,"-0.412128208333
",sample name,-1200.0,1.2
-484.0,"-0.411987661667
",sample name,-1200.0,1.2
-495.0,"-0.412503940833
",sample name,-1200.0,1.2
-506.0,"-0.4122455675
",sample name,-1200.0,1.2
-517.0,"-0.41195913
",sample name,-1200.0,1.2
-528.0,"-0.411745709167
",sample name,-1200.0,1.2
-539.0,"-0.4116333125
",sample name,-1200.0,1.2
-550.0,"-0.411886136667
",sample name,-1200.0,1.2
