Field(Oe),Resistance(Ohm),Sample name,Applied in-plane field (Oe),Applied current (mA)
-550.0,"-0.415638692
",sample name,-1200.0,0.5
-539.0,"-0.413373956
",sample name,-1200.0,0.5
-528.0,"-0.414330888
",sample name,-1200.0,0.5
-517.0,"-0.416015708
",sample name,-1200.0,0.5
-506.0,"-0.414560276
",sample name,-1200.0,0.5
-495.0,"-0.414856782
",sample name,-1200.0,0.5
-484.0,"-0.41660881
",sample name,-1200.0,0.5
-473.0,"-0.417713968
",sample name,-1200.0,0.5
-462.0,"-0.416366188
",sample name,-1200.0,0.5
-451.0,"-0.417134408
",sample name,-1200.0,0.5
-440.0,"-0.416932244
",sample name,-1200.0,0.5
-429.0,"-0.415881022
",sample name,-1200.0,0.5
-418.0,"-0.41836089
",sample name,-1200.0,0.5
-407.0,"-0.416541664
",sample name,-1200.0,0.5
-396.0,"-0.417700732
",sample name,-1200.0,0.5
-385.0,"-0.414843206
",sample name,-1200.0,0.5
-374.0,"-0.417767832
",sample name,-1200.0,0.5
-363.0,"-0.417606336
",sample name,-1200.0,0.5
-352.0,"-0.418253258
",sample name,-1200.0,0.5
-341.0,"-0.416608972
",sample name,-1200.0,0.5
-330.0,"-0.416662882
",sample name,-1200.0,0.5
-319.0,"-0.416555008
",sample name,-1200.0,0.5
-308.0,"-0.416676306
",sample name,-1200.0,0.5
-297.0,"-0.417754824
",sample name,-1200.0,0.5
-286.0,"-0.41749875
",sample name,-1200.0,0.5
-275.0,"-0.418779106
",sample name,-1200.0,0.5
-264.0,"-0.415760134
",sample name,-1200.0,0.5
-253.0,"-0.41452023
",sample name,-1200.0,0.5
-242.0,"-0.416299268
",sample name,-1200.0,0.5
-231.0,"-0.41619145
",sample name,-1200.0,0.5
-220.0,"-0.417229222
",sample name,-1200.0,0.5
-209.0,"-0.41586746
",sample name,-1200.0,0.5
-198.0,"-0.417633018
",sample name,-1200.0,0.5
-187.0,"-0.416285264
",sample name,-1200.0,0.5
-176.0,"-0.415624864
",sample name,-1200.0,0.5
-165.0,"-0.416703184
",sample name,-1200.0,0.5
-154.0,"-0.41733663
",sample name,-1200.0,0.5
-143.0,"-0.415867566
",sample name,-1200.0,0.5
-132.0,"-0.416905388
",sample name,-1200.0,0.5
-121.0,"-0.416959298
",sample name,-1200.0,0.5
-110.0,"-0.416783858
",sample name,-1200.0,0.5
-99.0,"-0.41534176
",sample name,-1200.0,0.5
-88.0,"-0.415233978
",sample name,-1200.0,0.5
-77.0,"-0.418239522
",sample name,-1200.0,0.5
-66.0,"-0.41807779
",sample name,-1200.0,0.5
-55.0,"-0.418967598
",sample name,-1200.0,0.5
-44.0,"-0.418118512
",sample name,-1200.0,0.5
-33.0,"-0.417390608
",sample name,-1200.0,0.5
-22.0,"-0.417687128
",sample name,-1200.0,0.5
-11.0,"-0.418401438
",sample name,-1200.0,0.5
6.84334533485e-13,"-0.418199014
",sample name,-1200.0,0.5
11.0,"-0.416446908
",sample name,-1200.0,0.5
22.0,"-0.416837756
",sample name,-1200.0,0.5
33.0,"-0.41687819
",sample name,-1200.0,0.5
44.0,"-0.417659678
",sample name,-1200.0,0.5
55.0,"-0.418886134
",sample name,-1200.0,0.5
66.0,"-0.416055852
",sample name,-1200.0,0.5
77.0,"-0.419344342
",sample name,-1200.0,0.5
88.0,"-0.417551804
",sample name,-1200.0,0.5
99.0,"-0.416567944
",sample name,-1200.0,0.5
110.0,"-0.419169056
",sample name,-1200.0,0.5
121.0,"-0.418185478
",sample name,-1200.0,0.5
132.0,"-0.42078663
",sample name,-1200.0,0.5
143.0,"-0.41767332
",sample name,-1200.0,0.5
154.0,"-0.416730126
",sample name,-1200.0,0.5
165.0,"-0.414762352
",sample name,-1200.0,0.5
176.0,"-0.415517284
",sample name,-1200.0,0.5
