Field(Oe),Resistance(Ohm),Sample name,Applied in-plane field (Oe),Applied current (mA)
-8.22619750096e-13,"-13.0789270952
",2,200.0,2.1
25.0,"-12.7237777143
",2,200.0,2.1
50.0,"-12.3945515238
",2,200.0,2.1
75.0,"-12.0408901905
",2,200.0,2.1
100.0,"-11.6974099048
",2,200.0,2.1
125.0,"-11.339890619
",2,200.0,2.1
150.0,"-10.9935937619
",2,200.0,2.1
175.0,"-10.6498851429
",2,200.0,2.1
200.0,"-10.2915836667
",2,200.0,2.1
225.0,"-9.97384509524
",2,200.0,2.1
250.0,"-9.65496557143
",2,200.0,2.1
275.0,"-9.35676271429
",2,200.0,2.1
300.0,"-9.10469785714
",2,200.0,2.1
325.0,"-8.88208785714
",2,200.0,2.1
350.0,"-8.664739
",2,200.0,2.1
375.0,"-8.47628142857
",2,200.0,2.1
400.0,"-8.31700271429
",2,200.0,2.1
425.0,"-8.168845
",2,200.0,2.1
450.0,"-8.04544866667
",2,200.0,2.1
475.0,"-7.93946509524
",2,200.0,2.1
500.0,"-7.82791933333
",2,200.0,2.1
525.0,"-7.76075638095
",2,200.0,2.1
550.0,"-7.69471833333
",2,200.0,2.1
575.0,"-7.63071933333
",2,200.0,2.1
600.0,"-7.56911614286
",2,200.0,2.1
625.0,"-7.51706719048
",2,200.0,2.1
650.0,"-7.46625538095
",2,200.0,2.1
675.0,"-7.42091804762
",2,200.0,2.1
700.0,"-7.37437885714
",2,200.0,2.1
725.0,"-7.33248252381
",2,200.0,2.1
750.0,"-7.2915557619
",2,200.0,2.1
775.0,"-7.25402828571
",2,200.0,2.1
800.0,"-7.21840495238
",2,200.0,2.1
825.0,"-7.18625147619
",2,200.0,2.1
850.0,"-7.14963290476
",2,200.0,2.1
875.0,"-7.11810366667
",2,200.0,2.1
900.0,"-7.08758995238
",2,200.0,2.1
925.0,"-7.06037166667
",2,200.0,2.1
950.0,"-7.03136047619
",2,200.0,2.1
975.0,"-7.00657795238
",2,200.0,2.1
1000.0,"-6.9826287619
",2,200.0,2.1
975.0,"-6.97391652381
",2,200.0,2.1
950.0,"-6.98081890476
",2,200.0,2.1
925.0,"-6.99416985714
",2,200.0,2.1
900.0,"-7.01083061905
",2,200.0,2.1
875.0,"-7.03176071429
",2,200.0,2.1
850.0,"-7.05444785714
",2,200.0,2.1
825.0,"-7.08111180952
",2,200.0,2.1
800.0,"-7.10826480952
",2,200.0,2.1
775.0,"-7.13669590476
",2,200.0,2.1
750.0,"-7.16496704762
",2,200.0,2.1
725.0,"-7.19949557143
",2,200.0,2.1
700.0,"-7.23525352381
",2,200.0,2.1
675.0,"-7.2690467619
",2,200.0,2.1
650.0,"-7.30684328571
",2,200.0,2.1
625.0,"-7.34559309524
",2,200.0,2.1
600.0,"-7.38757728571
",2,200.0,2.1
575.0,"-7.43143747619
",2,200.0,2.1
550.0,"-7.4737472381
",2,200.0,2.1
525.0,"-7.52677161905
",2,200.0,2.1
500.0,"-7.5770997619
",2,200.0,2.1
475.0,"-7.63760671429
",2,200.0,2.1
450.0,"-7.69874971429
",2,200.0,2.1
425.0,"-7.77363328571
",2,200.0,2.1
400.0,"-7.85273666667
",2,200.0,2.1
375.0,"-7.94548119048
",2,200.0,2.1
350.0,"-8.04438157143
",2,200.0,2.1
325.0,"-8.16514909524
",2,200.0,2.1
300.0,"-8.30171866667
",2,200.0,2.1
275.0,"-8.45970009524
",2,200.0,2.1
250.0,"-8.63218019048
",2,200.0,2.1
225.0,"-8.83679619048
",2,200.0,2.1
200.0,"-9.05866509524
",2,200.0,2.1
175.0,"-9.33112428571
",2,200.0,2.1
150.0,"-9.6014307619
",2,200.0,2.1
125.0,"-9.91802604762
",2,200.0,2.1
100.0,"-10.2223924286
",2,200.0,2.1
75.0,"-10.5725896667
",2,200.0,2.1
50.0,"-10.9023327619
",2,200.0,2.1
25.0,"-11.2512069048
",2,200.0,2.1
-7.65887353538e-13,"-11.5933514762
",2,200.0,2.1
-25.0,"-11.9456480952
",2,200.0,2.1
-50.0,"-12.3535341429
",2,200.0,2.1
-75.0,"-12.6865542381
",2,200.0,2.1
-100.0,"-13.0315916667
",2,200.0,2.1
-125.0,"-13.3685298095
",2,200.0,2.1
-150.0,"-13.6948058095
",2,200.0,2.1
-175.0,"-14.0300472857
",2,200.0,2.1
-200.0,"-14.3358520476
",2,200.0,2.1
-225.0,"-14.6587109048
",2,200.0,2.1
-250.0,"-14.9856430476
",2,200.0,2.1
-275.0,"-15.2692822381
",2,200.0,2.1
-300.0,"-15.5131546667
",2,200.0,2.1
-325.0,"-15.7405101429
",2,200.0,2.1
-350.0,"-16.005928
",2,200.0,2.1
-375.0,"-16.1584697619
",2,200.0,2.1
-400.0,"-16.3111055714
",2,200.0,2.1
-425.0,"-16.456694619
",2,200.0,2.1
-450.0,"-16.5850484762
",2,200.0,2.1
-475.0,"-16.704172381
",2,200.0,2.1
-500.0,"-16.8052717143
",2,200.0,2.1
-525.0,"-16.8947374762
",2,200.0,2.1
-550.0,"-16.9635741429
",2,200.0,2.1
-575.0,"-17.0381909524
",2,200.0,2.1
-600.0,"-17.0984120476
",2,200.0,2.1
-625.0,"-17.152694381
",2,200.0,2.1
-650.0,"-17.2002990952
",2,200.0,2.1
-675.0,"-17.2469929524
",2,200.0,2.1
-700.0,"-17.2891240952
",2,200.0,2.1
-725.0,"-17.3265835714
",2,200.0,2.1
-750.0,"-17.3594986667
",2,200.0,2.1
-775.0,"-17.3900661429
",2,200.0,2.1
-800.0,"-17.4245087143
",2,200.0,2.1
-825.0,"-17.4507375714
",2,200.0,2.1
-850.0,"-17.4785127143
",2,200.0,2.1
-875.0,"-17.5036034286
",2,200.0,2.1
-900.0,"-17.5255481905
",2,200.0,2.1
-925.0,"-17.5469614286
",2,200.0,2.1
-950.0,"-17.566549381
",2,200.0,2.1
-975.0,"-17.5853578571
",2,200.0,2.1
-1000.0,"-17.6029093333
",2,200.0,2.1
