Field(Oe),Resistance(Ohm),Sample name,Applied in-plane field (Oe),Applied current (mA)
-1000.0,"-17.6755317143
",2,200.0,-0.6999999999999998
-975.0,"-17.6617188571
",2,200.0,-0.6999999999999998
-950.0,"-17.6444872857
",2,200.0,-0.6999999999999998
-925.0,"-17.6286524286
",2,200.0,-0.6999999999999998
-900.0,"-17.612042
",2,200.0,-0.6999999999999998
-875.0,"-17.6243127143
",2,200.0,-0.6999999999999998
-850.0,"-17.616207
",2,200.0,-0.6999999999999998
-825.0,"-17.6004864286
",2,200.0,-0.6999999999999998
-800.0,"-17.5840632857
",2,200.0,-0.6999999999999998
-775.0,"-17.5633945714
",2,200.0,-0.6999999999999998
-750.0,"-17.5430724286
",2,200.0,-0.6999999999999998
-725.0,"-17.5237422857
",2,200.0,-0.6999999999999998
-700.0,"-17.4958244286
",2,200.0,-0.6999999999999998
-675.0,"-17.4703327143
",2,200.0,-0.6999999999999998
-650.0,"-17.441962
",2,200.0,-0.6999999999999998
-625.0,"-17.4112812857
",2,200.0,-0.6999999999999998
-600.0,"-17.3755381429
",2,200.0,-0.6999999999999998
-575.0,"-17.3401307143
",2,200.0,-0.6999999999999998
-550.0,"-17.2968968571
",2,200.0,-0.6999999999999998
-525.0,"-17.2611515714
",2,200.0,-0.6999999999999998
-500.0,"-17.2142401429
",2,200.0,-0.6999999999999998
-475.0,"-17.1597524286
",2,200.0,-0.6999999999999998
-450.0,"-17.1003647143
",2,200.0,-0.6999999999999998
-425.0,"-17.0342471429
",2,200.0,-0.6999999999999998
-400.0,"-16.961247
",2,200.0,-0.6999999999999998
-375.0,"-16.8769931429
",2,200.0,-0.6999999999999998
-350.0,"-16.7932474286
",2,200.0,-0.6999999999999998
-325.0,"-16.6905484286
",2,200.0,-0.6999999999999998
-300.0,"-16.5733694286
",2,200.0,-0.6999999999999998
-275.0,"-16.4352631429
",2,200.0,-0.6999999999999998
-250.0,"-16.2784882857
",2,200.0,-0.6999999999999998
-225.0,"-16.1185194286
",2,200.0,-0.6999999999999998
-200.0,"-15.932486
",2,200.0,-0.6999999999999998
-175.0,"-15.7214471429
",2,200.0,-0.6999999999999998
-150.0,"-15.4887962857
",2,200.0,-0.6999999999999998
-125.0,"-15.2278134286
",2,200.0,-0.6999999999999998
-100.0,"-14.9524674286
",2,200.0,-0.6999999999999998
-75.0,"-14.6497887143
",2,200.0,-0.6999999999999998
-50.0,"-14.3488835714
",2,200.0,-0.6999999999999998
-25.0,"-14.0402593714
",2,200.0,-0.6999999999999998
-8.22619750096e-13,"-13.7103194143
",2,200.0,-0.6999999999999998
25.0,"-13.4053605571
",2,200.0,-0.6999999999999998
50.0,"-13.0873766714
",2,200.0,-0.6999999999999998
75.0,"-12.7334889286
",2,200.0,-0.6999999999999998
100.0,"-12.3859411714
",2,200.0,-0.6999999999999998
125.0,"-12.0663382571
",2,200.0,-0.6999999999999998
150.0,"-11.6945114143
",2,200.0,-0.6999999999999998
175.0,"-11.3207804571
",2,200.0,-0.6999999999999998
200.0,"-10.9921013
",2,200.0,-0.6999999999999998
225.0,"-10.6583980714
",2,200.0,-0.6999999999999998
250.0,"-10.3136327714
",2,200.0,-0.6999999999999998
275.0,"-10.0141201286
",2,200.0,-0.6999999999999998
300.0,"-9.70637937143
",2,200.0,-0.6999999999999998
325.0,"-9.43774711429
",2,200.0,-0.6999999999999998
350.0,"-9.18349314286
",2,200.0,-0.6999999999999998
375.0,"-8.94814807143
",2,200.0,-0.6999999999999998
400.0,"-8.75054791429
",2,200.0,-0.6999999999999998
425.0,"-8.55465922857
",2,200.0,-0.6999999999999998
450.0,"-8.37869037143
",2,200.0,-0.6999999999999998
475.0,"-8.23310787143
",2,200.0,-0.6999999999999998
500.0,"-8.10162111429
",2,200.0,-0.6999999999999998
525.0,"-7.99099918571
",2,200.0,-0.6999999999999998
550.0,"-7.89738267143
",2,200.0,-0.6999999999999998
575.0,"-7.8165076
",2,200.0,-0.6999999999999998
600.0,"-7.73546455714
",2,200.0,-0.6999999999999998
